year,value,source,state-name,fuel-name
2019.0,4.718733,Filtered Data (2017-2020),,
2019.0,38.218628,Filtered Data (2017-2020),,
2019.0,0.463968,Filtered Data (2017-2020),,
2019.0,38.682596,Filtered Data (2017-2020),,
2019.0,54.133587,Filtered Data (2017-2020),,
2019.0,0.089339,Filtered Data (2017-2020),,
2019.0,3.693171,Filtered Data (2017-2020),,
2019.0,57.916096,Filtered Data (2017-2020),,
2019.0,1.755415,Filtered Data (2017-2020),,
2019.0,3.307373,Filtered Data (2017-2020),,
2019.0,3.386767,Filtered Data (2017-2020),,
2019.0,8.449555,Filtered Data (2017-2020),,
2019.0,116.992725,Filtered Data (2017-2020),,
2019.0,55.908627,Filtered Data (2017-2020),,
2019.0,43.890836,Filtered Data (2017-2020),,
2019.0,17.193262,Filtered Data (2017-2020),,
2019.0,0.627065,Filtered Data (2017-2020),,
2019.0,1.329311,Filtered Data (2017-2020),,
2019.0,1.956376,Filtered Data (2017-2020),,
2019.0,0.003829,Filtered Data (2017-2020),,
2019.0,0.196529,Filtered Data (2017-2020),,
2019.0,1.543596,Filtered Data (2017-2020),,
2019.0,1.743955,Filtered Data (2017-2020),,
2019.0,7.783909,Filtered Data (2017-2020),,
2019.0,0.188518,Filtered Data (2017-2020),,
2019.0,7.972427,Filtered Data (2017-2020),,
2019.0,14.87884,Filtered Data (2017-2020),,
2019.0,0.756305,Filtered Data (2017-2020),,
2019.0,0.301534,Filtered Data (2017-2020),,
2019.0,15.93668,Filtered Data (2017-2020),,
2019.0,0.337624,Filtered Data (2017-2020),,
2019.0,2.86681,Filtered Data (2017-2020),,
2019.0,1.473609,Filtered Data (2017-2020),,
2019.0,4.678043,Filtered Data (2017-2020),,
2019.0,32.28748,Filtered Data (2017-2020),,
2019.0,15.220293,Filtered Data (2017-2020),,
2019.0,12.230618,Filtered Data (2017-2020),,
2019.0,4.836568,Filtered Data (2017-2020),,
2019.0,0.375398,Filtered Data (2017-2020),,
2019.0,2.002855,Filtered Data (2017-2020),,
2019.0,2.378253,Filtered Data (2017-2020),,
2019.0,14.003947,Filtered Data (2017-2020),,
2019.0,0.401851,Filtered Data (2017-2020),,
2019.0,14.405798,Filtered Data (2017-2020),,
2019.0,21.31461,Filtered Data (2017-2020),,
2019.0,0.017719,Filtered Data (2017-2020),,
2019.0,0.684338,Filtered Data (2017-2020),,
2019.0,22.016668,Filtered Data (2017-2020),,
2019.0,1.674737,Filtered Data (2017-2020),,
2019.0,2.279941,Filtered Data (2017-2020),,
2019.0,4.864074,Filtered Data (2017-2020),,
2019.0,8.818752,Filtered Data (2017-2020),,
2019.0,50.473051,Filtered Data (2017-2020),,
2019.0,22.989347,Filtered Data (2017-2020),,
2019.0,17.173921,Filtered Data (2017-2020),,
2019.0,10.309783,Filtered Data (2017-2020),,
2019.0,0.496916,Filtered Data (2017-2020),,
2019.0,2.356664,Filtered Data (2017-2020),,
2019.0,2.85358,Filtered Data (2017-2020),,
2019.0,0.146158,Filtered Data (2017-2020),,
2019.0,2.640685,Filtered Data (2017-2020),,
2019.0,2.786843,Filtered Data (2017-2020),,
2019.0,0.593492,Filtered Data (2017-2020),,
2019.0,1.938728,Filtered Data (2017-2020),,
2019.0,2.532221,Filtered Data (2017-2020),,
2019.0,18.827473,Filtered Data (2017-2020),,
2019.0,0.307143,Filtered Data (2017-2020),,
2019.0,19.134616,Filtered Data (2017-2020),,
2019.0,2.916422,Filtered Data (2017-2020),,
2019.0,0.010528,Filtered Data (2017-2020),,
2019.0,10.670201,Filtered Data (2017-2020),,
2019.0,13.597151,Filtered Data (2017-2020),,
2019.0,0.63835,Filtered Data (2017-2020),,
2019.0,1.974979,Filtered Data (2017-2020),,
2019.0,1.091149,Filtered Data (2017-2020),,
2019.0,3.704478,Filtered Data (2017-2020),,
2019.0,41.755309,Filtered Data (2017-2020),,
2019.0,3.554772,Filtered Data (2017-2020),,
2019.0,21.552631,Filtered Data (2017-2020),,
2019.0,16.647906,Filtered Data (2017-2020),,
2019.0,2.535237,Filtered Data (2017-2020),,
2019.0,0.438677,Filtered Data (2017-2020),,
2019.0,2.973914,Filtered Data (2017-2020),,
2019.0,0.927305,Filtered Data (2017-2020),,
2019.0,0.553386,Filtered Data (2017-2020),,
2019.0,1.480691,Filtered Data (2017-2020),,
2019.0,6.880396,Filtered Data (2017-2020),,
2019.0,0.010159,Filtered Data (2017-2020),,
2019.0,6.890554,Filtered Data (2017-2020),,
2019.0,0.399911,Filtered Data (2017-2020),,
2019.0,0.015326,Filtered Data (2017-2020),,
2019.0,1.390263,Filtered Data (2017-2020),,
2019.0,1.8055,Filtered Data (2017-2020),,
2019.0,0.270045,Filtered Data (2017-2020),,
2019.0,0.514066,Filtered Data (2017-2020),,
2019.0,0.784111,Filtered Data (2017-2020),,
2019.0,13.934771,Filtered Data (2017-2020),,
2019.0,0.399911,Filtered Data (2017-2020),,
2019.0,10.62831,Filtered Data (2017-2020),,
2019.0,2.90655,Filtered Data (2017-2020),,
2019.0,2.090421,Filtered Data (2017-2020),,
2019.0,13.161415,Filtered Data (2017-2020),,
2019.0,15.251836,Filtered Data (2017-2020),,
2019.0,1.559593,Filtered Data (2017-2020),,
2019.0,8.561579,Filtered Data (2017-2020),,
2019.0,10.121171,Filtered Data (2017-2020),,
2019.0,48.1288,Filtered Data (2017-2020),,
2019.0,0.496031,Filtered Data (2017-2020),,
2019.0,48.624831,Filtered Data (2017-2020),,
2019.0,1.317735,Filtered Data (2017-2020),,
2019.0,0.03188,Filtered Data (2017-2020),,
2019.0,16.034111,Filtered Data (2017-2020),,
2019.0,17.383727,Filtered Data (2017-2020),,
2019.0,6.048878,Filtered Data (2017-2020),,
2019.0,3.429471,Filtered Data (2017-2020),,
2019.0,9.47835,Filtered Data (2017-2020),,
2019.0,100.859915,Filtered Data (2017-2020),,
2019.0,1.317735,Filtered Data (2017-2020),,
2019.0,57.859572,Filtered Data (2017-2020),,
2019.0,41.682608,Filtered Data (2017-2020),,
2019.0,0.302907,Filtered Data (2017-2020),,
2019.0,2.312908,Filtered Data (2017-2020),,
2019.0,2.615815,Filtered Data (2017-2020),,
2019.0,0.384172,Filtered Data (2017-2020),,
2019.0,1.61857,Filtered Data (2017-2020),,
2019.0,2.002741,Filtered Data (2017-2020),,
2019.0,15.259502,Filtered Data (2017-2020),,
2019.0,0.677142,Filtered Data (2017-2020),,
2019.0,15.936644,Filtered Data (2017-2020),,
2019.0,14.344956,Filtered Data (2017-2020),,
2019.0,0.29997,Filtered Data (2017-2020),,
2019.0,5.638354,Filtered Data (2017-2020),,
2019.0,20.283281,Filtered Data (2017-2020),,
2019.0,0.13937,Filtered Data (2017-2020),,
2019.0,2.299054,Filtered Data (2017-2020),,
2019.0,5.666986,Filtered Data (2017-2020),,
2019.0,8.10541,Filtered Data (2017-2020),,
2019.0,48.943892,Filtered Data (2017-2020),,
2019.0,14.484326,Filtered Data (2017-2020),,
2019.0,18.545605,Filtered Data (2017-2020),,
2019.0,15.91396,Filtered Data (2017-2020),,
2019.0,9.851798,Filtered Data (2017-2020),,
2019.0,25.867752,Filtered Data (2017-2020),,
2019.0,35.71955,Filtered Data (2017-2020),,
2019.0,5.290729,Filtered Data (2017-2020),,
2019.0,17.629295,Filtered Data (2017-2020),,
2019.0,22.920023,Filtered Data (2017-2020),,
2019.0,78.220981,Filtered Data (2017-2020),,
2019.0,1.682326,Filtered Data (2017-2020),,
2019.0,79.903308,Filtered Data (2017-2020),,
2019.0,0.455087,Filtered Data (2017-2020),,
2019.0,0.333272,Filtered Data (2017-2020),,
2019.0,20.65781,Filtered Data (2017-2020),,
2019.0,21.44617,Filtered Data (2017-2020),,
2019.0,0.8497,Filtered Data (2017-2020),,
2019.0,3.454603,Filtered Data (2017-2020),,
2019.0,4.73267,Filtered Data (2017-2020),,
2019.0,9.036973,Filtered Data (2017-2020),,
2019.0,169.026024,Filtered Data (2017-2020),,
2019.0,1.304787,Filtered Data (2017-2020),,
2019.0,97.151384,Filtered Data (2017-2020),,
2019.0,70.569853,Filtered Data (2017-2020),,
2019.0,1.471919,Filtered Data (2017-2020),,
2019.0,3.708092,Filtered Data (2017-2020),,
2019.0,5.18001,Filtered Data (2017-2020),,
2019.0,0.142839,Filtered Data (2017-2020),,
2019.0,1.857881,Filtered Data (2017-2020),,
2019.0,3.127563,Filtered Data (2017-2020),,
2019.0,5.128283,Filtered Data (2017-2020),,
2019.0,56.088933,Filtered Data (2017-2020),,
2019.0,0.230211,Filtered Data (2017-2020),,
2019.0,56.319144,Filtered Data (2017-2020),,
2019.0,29.348972,Filtered Data (2017-2020),,
2019.0,0.147094,Filtered Data (2017-2020),,
2019.0,16.560989,Filtered Data (2017-2020),,
2019.0,46.057054,Filtered Data (2017-2020),,
2019.0,0.932003,Filtered Data (2017-2020),,
2019.0,2.78004,Filtered Data (2017-2020),,
2019.0,6.223553,Filtered Data (2017-2020),,
2019.0,9.935596,Filtered Data (2017-2020),,
2019.0,122.620087,Filtered Data (2017-2020),,
2019.0,30.423813,Filtered Data (2017-2020),,
2019.0,62.345866,Filtered Data (2017-2020),,
2019.0,29.850408,Filtered Data (2017-2020),,
2019.0,0.836983,Filtered Data (2017-2020),,
2019.0,28.330981,Filtered Data (2017-2020),,
2019.0,8.017516,Filtered Data (2017-2020),,
2019.0,4.319601,Filtered Data (2017-2020),,
2019.0,4.227722,Filtered Data (2017-2020),,
2019.0,16.564839,Filtered Data (2017-2020),,
2019.0,57.155438,Filtered Data (2017-2020),,
2019.0,35.571869,Filtered Data (2017-2020),,
2019.0,13.14802,Filtered Data (2017-2020),,
2019.0,8.435549,Filtered Data (2017-2020),,
2019.0,0.577871,Filtered Data (2017-2020),,
2019.0,0.765925,Filtered Data (2017-2020),,
2019.0,1.343796,Filtered Data (2017-2020),,
2019.0,0.089418,Filtered Data (2017-2020),,
2019.0,0.272388,Filtered Data (2017-2020),,
2019.0,0.901957,Filtered Data (2017-2020),,
2019.0,1.263763,Filtered Data (2017-2020),,
2019.0,7.949097,Filtered Data (2017-2020),,
2019.0,1.702961,Filtered Data (2017-2020),,
2019.0,9.652058,Filtered Data (2017-2020),,
2019.0,27.464935,Filtered Data (2017-2020),,
2019.0,0.029063,Filtered Data (2017-2020),,
2019.0,1.989819,Filtered Data (2017-2020),,
2019.0,16.373529,Filtered Data (2017-2020),,
2019.0,18.363347,Filtered Data (2017-2020),,
2019.0,2.346092,Filtered Data (2017-2020),,
2019.0,10.014911,Filtered Data (2017-2020),,
2019.0,12.361003,Filtered Data (2017-2020),,
2019.0,58.863939,Filtered Data (2017-2020),,
2019.0,1.844601,Filtered Data (2017-2020),,
2019.0,60.70854,Filtered Data (2017-2020),,
2019.0,45.974719,Filtered Data (2017-2020),,
2019.0,1.054842,Filtered Data (2017-2020),,
2019.0,20.430614,Filtered Data (2017-2020),,
2019.0,67.460176,Filtered Data (2017-2020),,
2019.0,10.477791,Filtered Data (2017-2020),,
2019.0,10.047388,Filtered Data (2017-2020),,
2019.0,17.28104,Filtered Data (2017-2020),,
2019.0,37.806219,Filtered Data (2017-2020),,
2019.0,196.699285,Filtered Data (2017-2020),,
2019.0,56.45251,Filtered Data (2017-2020),,
2019.0,74.30208,Filtered Data (2017-2020),,
2019.0,65.944695,Filtered Data (2017-2020),,
2019.0,0.527981,Filtered Data (2017-2020),,
2019.0,3.706875,Filtered Data (2017-2020),,
2019.0,4.234855,Filtered Data (2017-2020),,
2019.0,0.816605,Filtered Data (2017-2020),,
2019.0,2.664071,Filtered Data (2017-2020),,
2019.0,3.480676,Filtered Data (2017-2020),,
2019.0,28.786136,Filtered Data (2017-2020),,
2019.0,3.212113,Filtered Data (2017-2020),,
2019.0,31.998249,Filtered Data (2017-2020),,
2019.0,8.513355,Filtered Data (2017-2020),,
2019.0,0.013938,Filtered Data (2017-2020),,
2019.0,19.088129,Filtered Data (2017-2020),,
2019.0,27.615423,Filtered Data (2017-2020),,
2019.0,0.470876,Filtered Data (2017-2020),,
2019.0,6.859232,Filtered Data (2017-2020),,
2019.0,16.808107,Filtered Data (2017-2020),,
2019.0,24.138216,Filtered Data (2017-2020),,
2019.0,91.467418,Filtered Data (2017-2020),,
2019.0,8.984232,Filtered Data (2017-2020),,
2019.0,37.003892,Filtered Data (2017-2020),,
2019.0,45.479295,Filtered Data (2017-2020),,
2019.0,0.315661,Filtered Data (2017-2020),,
2019.0,2.670791,Filtered Data (2017-2020),,
2019.0,2.986452,Filtered Data (2017-2020),,
2019.0,0.758156,Filtered Data (2017-2020),,
2019.0,1.80439,Filtered Data (2017-2020),,
2019.0,2.562545,Filtered Data (2017-2020),,
2019.0,20.945095,Filtered Data (2017-2020),,
2019.0,0.328359,Filtered Data (2017-2020),,
2019.0,21.273454,Filtered Data (2017-2020),,
2019.0,2.509626,Filtered Data (2017-2020),,
2019.0,0.006154,Filtered Data (2017-2020),,
2019.0,8.009463,Filtered Data (2017-2020),,
2019.0,10.525243,Filtered Data (2017-2020),,
2019.0,0.11337,Filtered Data (2017-2020),,
2019.0,1.343633,Filtered Data (2017-2020),,
2019.0,3.042655,Filtered Data (2017-2020),,
2019.0,4.499658,Filtered Data (2017-2020),,
2019.0,41.847353,Filtered Data (2017-2020),,
2019.0,2.622996,Filtered Data (2017-2020),,
2019.0,23.368699,Filtered Data (2017-2020),,
2019.0,15.855658,Filtered Data (2017-2020),,
2019.0,6.513507,Filtered Data (2017-2020),,
2019.0,13.012685,Filtered Data (2017-2020),,
2019.0,19.526193,Filtered Data (2017-2020),,
2019.0,0.029774,Filtered Data (2017-2020),,
2019.0,3.032989,Filtered Data (2017-2020),,
2019.0,8.887928,Filtered Data (2017-2020),,
2019.0,11.950691,Filtered Data (2017-2020),,
2019.0,58.918185,Filtered Data (2017-2020),,
2019.0,2.787352,Filtered Data (2017-2020),,
2019.0,61.705537,Filtered Data (2017-2020),,
2019.0,38.069072,Filtered Data (2017-2020),,
2019.0,0.16478,Filtered Data (2017-2020),,
2019.0,36.867582,Filtered Data (2017-2020),,
2019.0,75.101434,Filtered Data (2017-2020),,
2019.0,15.712668,Filtered Data (2017-2020),,
2019.0,8.617704,Filtered Data (2017-2020),,
2019.0,26.143766,Filtered Data (2017-2020),,
2019.0,50.474137,Filtered Data (2017-2020),,
2019.0,218.757992,Filtered Data (2017-2020),,
2019.0,53.811513,Filtered Data (2017-2020),,
2019.0,77.247166,Filtered Data (2017-2020),,
2019.0,87.699313,Filtered Data (2017-2020),,
2019.0,0.980178,Filtered Data (2017-2020),,
2019.0,1.083544,Filtered Data (2017-2020),,
2019.0,2.063722,Filtered Data (2017-2020),,
2019.0,0.259806,Filtered Data (2017-2020),,
2019.0,0.676349,Filtered Data (2017-2020),,
2019.0,0.936154,Filtered Data (2017-2020),,
2019.0,3.792053,Filtered Data (2017-2020),,
2019.0,0.13582,Filtered Data (2017-2020),,
2019.0,3.927873,Filtered Data (2017-2020),,
2019.0,0.005783,Filtered Data (2017-2020),,
2019.0,2.805447,Filtered Data (2017-2020),,
2019.0,2.81123,Filtered Data (2017-2020),,
2019.0,0.167209,Filtered Data (2017-2020),,
2019.0,0.459914,Filtered Data (2017-2020),,
2019.0,0.627122,Filtered Data (2017-2020),,
2019.0,10.366102,Filtered Data (2017-2020),,
2019.0,5.205029,Filtered Data (2017-2020),,
2019.0,5.161073,Filtered Data (2017-2020),,
2019.0,14.958879,Filtered Data (2017-2020),,
2019.0,0.06124,Filtered Data (2017-2020),,
2019.0,9.932847,Filtered Data (2017-2020),,
2019.0,24.952966,Filtered Data (2017-2020),,
2019.0,0.408456,Filtered Data (2017-2020),,
2019.0,1.986692,Filtered Data (2017-2020),,
2019.0,5.077137,Filtered Data (2017-2020),,
2019.0,7.472285,Filtered Data (2017-2020),,
2019.0,69.417704,Filtered Data (2017-2020),,
2019.0,15.367336,Filtered Data (2017-2020),,
2019.0,35.868536,Filtered Data (2017-2020),,
2019.0,18.181833,Filtered Data (2017-2020),,
2019.0,0.2874,Filtered Data (2017-2020),,
2019.0,1.648041,Filtered Data (2017-2020),,
2019.0,1.93544,Filtered Data (2017-2020),,
2019.0,0.871546,Filtered Data (2017-2020),,
2019.0,1.397459,Filtered Data (2017-2020),,
2019.0,2.269005,Filtered Data (2017-2020),,
2019.0,32.661659,Filtered Data (2017-2020),,
2019.0,0.126349,Filtered Data (2017-2020),,
2019.0,32.788008,Filtered Data (2017-2020),,
2019.0,0.40844,Filtered Data (2017-2020),,
2019.0,0.8491,Filtered Data (2017-2020),,
2019.0,1.25754,Filtered Data (2017-2020),,
2019.0,0.165381,Filtered Data (2017-2020),,
2019.0,0.768571,Filtered Data (2017-2020),,
2019.0,0.933951,Filtered Data (2017-2020),,
2019.0,6.403585,Filtered Data (2017-2020),,
2019.0,0.374285,Filtered Data (2017-2020),,
2019.0,6.77787,Filtered Data (2017-2020),,
2019.0,2.65364,Filtered Data (2017-2020),,
2019.0,0.014309,Filtered Data (2017-2020),,
2019.0,0.523333,Filtered Data (2017-2020),,
2019.0,3.191282,Filtered Data (2017-2020),,
2019.0,0.350815,Filtered Data (2017-2020),,
2019.0,0.94152,Filtered Data (2017-2020),,
2019.0,2.527171,Filtered Data (2017-2020),,
2019.0,3.819506,Filtered Data (2017-2020),,
2019.0,15.980149,Filtered Data (2017-2020),,
2019.0,3.004455,Filtered Data (2017-2020),,
2019.0,7.933234,Filtered Data (2017-2020),,
2019.0,5.042459,Filtered Data (2017-2020),,
2019.0,0.486729,Filtered Data (2017-2020),,
2019.0,3.810102,Filtered Data (2017-2020),,
2019.0,4.296831,Filtered Data (2017-2020),,
2019.0,1.072689,Filtered Data (2017-2020),,
2019.0,3.138833,Filtered Data (2017-2020),,
2019.0,4.211522,Filtered Data (2017-2020),,
2019.0,44.753148,Filtered Data (2017-2020),,
2019.0,0.82984,Filtered Data (2017-2020),,
2019.0,45.582988,Filtered Data (2017-2020),,
2019.0,17.647519,Filtered Data (2017-2020),,
2019.0,0.115288,Filtered Data (2017-2020),,
2019.0,6.28174,Filtered Data (2017-2020),,
2019.0,24.044546,Filtered Data (2017-2020),,
2019.0,3.090425,Filtered Data (2017-2020),,
2019.0,3.19865,Filtered Data (2017-2020),,
2019.0,7.828566,Filtered Data (2017-2020),,
2019.0,14.117641,Filtered Data (2017-2020),,
2019.0,92.253528,Filtered Data (2017-2020),,
2019.0,20.737944,Filtered Data (2017-2020),,
2019.0,49.626503,Filtered Data (2017-2020),,
2019.0,21.889081,Filtered Data (2017-2020),,
2019.0,1.35906,Filtered Data (2017-2020),,
2019.0,12.38549,Filtered Data (2017-2020),,
2019.0,13.74455,Filtered Data (2017-2020),,
2019.0,3.463738,Filtered Data (2017-2020),,
2019.0,10.752317,Filtered Data (2017-2020),,
2019.0,14.216055,Filtered Data (2017-2020),,
2019.0,218.421199,Filtered Data (2017-2020),,
2019.0,9.518932,Filtered Data (2017-2020),,
2019.0,227.940131,Filtered Data (2017-2020),,
2019.0,93.984279,Filtered Data (2017-2020),,
2019.0,0.040036,Filtered Data (2017-2020),,
2019.0,96.763448,Filtered Data (2017-2020),,
2019.0,190.787762,Filtered Data (2017-2020),,
2019.0,0.945959,Filtered Data (2017-2020),,
2019.0,116.775506,Filtered Data (2017-2020),,
2019.0,119.005286,Filtered Data (2017-2020),,
2019.0,236.726751,Filtered Data (2017-2020),,
2019.0,683.41525,Filtered Data (2017-2020),,
2019.0,94.930237,Filtered Data (2017-2020),,
2019.0,340.059538,Filtered Data (2017-2020),,
2019.0,248.425474,Filtered Data (2017-2020),,
2019.0,71.032421,Filtered Data (2017-2020),,
2019.0,276.849459,Filtered Data (2017-2020),,
2019.0,347.881879,Filtered Data (2017-2020),,
2019.0,1.600143,Filtered Data (2017-2020),,
2019.0,62.064816,Filtered Data (2017-2020),,
2019.0,193.700282,Filtered Data (2017-2020),,
2019.0,257.365241,Filtered Data (2017-2020),,
2019.0,1880.813792,Filtered Data (2017-2020),,
2019.0,58.886555,Filtered Data (2017-2020),,
2019.0,1939.700347,Filtered Data (2017-2020),,
2019.0,973.620038,Filtered Data (2017-2020),,
2019.0,16.153305,Filtered Data (2017-2020),,
2019.0,618.363244,Filtered Data (2017-2020),,
2019.0,1608.136587,Filtered Data (2017-2020),,
2019.0,104.887502,Filtered Data (2017-2020),,
2019.0,364.436422,Filtered Data (2017-2020),,
2019.0,537.318056,Filtered Data (2017-2020),,
2019.0,1006.64198,Filtered Data (2017-2020),,
2019.0,5159.726035,Filtered Data (2017-2020),,
2019.0,1080.107683,Filtered Data (2017-2020),,
2019.0,2394.500756,Filtered Data (2017-2020),,
2019.0,1685.117596,Filtered Data (2017-2020),,
2019.0,18.482029,Filtered Data (2017-2020),,
2019.0,24.699699,Filtered Data (2017-2020),,
2019.0,0.029804,Filtered Data (2017-2020),,
2019.0,3.716134,Filtered Data (2017-2020),,
2019.0,28.445637,Filtered Data (2017-2020),,
2019.0,0.831251,Filtered Data (2017-2020),,
2019.0,3.045438,Filtered Data (2017-2020),,
2019.0,3.215598,Filtered Data (2017-2020),,
2019.0,7.092287,Filtered Data (2017-2020),,
2019.0,61.509984,Filtered Data (2017-2020),,
2019.0,25.530949,Filtered Data (2017-2020),,
2019.0,21.49456,Filtered Data (2017-2020),,
2019.0,14.484475,Filtered Data (2017-2020),,
2019.0,0.202202,Filtered Data (2017-2020),,
2019.0,4.207826,Filtered Data (2017-2020),,
2019.0,4.410028,Filtered Data (2017-2020),,
2019.0,0.457044,Filtered Data (2017-2020),,
2019.0,2.62296,Filtered Data (2017-2020),,
2019.0,3.080004,Filtered Data (2017-2020),,
2019.0,17.760072,Filtered Data (2017-2020),,
2019.0,0.721957,Filtered Data (2017-2020),,
2019.0,0.486258,Filtered Data (2017-2020),,
2019.0,0.402381,Filtered Data (2017-2020),,
2019.0,0.888639,Filtered Data (2017-2020),,
2019.0,3.12669,Filtered Data (2017-2020),,
2019.0,0.001217,Filtered Data (2017-2020),,
2019.0,3.127907,Filtered Data (2017-2020),,
2019.0,0.00126,Filtered Data (2017-2020),,
2019.0,0.000688,Filtered Data (2017-2020),,
2019.0,0.001948,Filtered Data (2017-2020),,
2019.0,0.326817,Filtered Data (2017-2020),,
2019.0,0.124363,Filtered Data (2017-2020),,
2019.0,0.451179,Filtered Data (2017-2020),,
2019.0,6.020674,Filtered Data (2017-2020),,
2019.0,5.265148,Filtered Data (2017-2020),,
2019.0,0.755526,Filtered Data (2017-2020),,
2019.0,1.324123,Filtered Data (2017-2020),,
2019.0,0.226878,Filtered Data (2017-2020),,
2019.0,1.551001,Filtered Data (2017-2020),,
2019.0,1.53006,Filtered Data (2017-2020),,
2019.0,4.577562,Filtered Data (2017-2020),,
2019.0,6.107621,Filtered Data (2017-2020),,
2019.0,0.056676,Filtered Data (2017-2020),,
2019.0,2.076762,Filtered Data (2017-2020),,
2019.0,3.985393,Filtered Data (2017-2020),,
2019.0,6.118831,Filtered Data (2017-2020),,
2019.0,55.318466,Filtered Data (2017-2020),,
2019.0,0.776454,Filtered Data (2017-2020),,
2019.0,56.09492,Filtered Data (2017-2020),,
2019.0,4.061647,Filtered Data (2017-2020),,
2019.0,0.178403,Filtered Data (2017-2020),,
2019.0,22.676856,Filtered Data (2017-2020),,
2019.0,26.916906,Filtered Data (2017-2020),,
2019.0,3.910746,Filtered Data (2017-2020),,
2019.0,1.932619,Filtered Data (2017-2020),,
2019.0,5.712982,Filtered Data (2017-2020),,
2019.0,11.556348,Filtered Data (2017-2020),,
2019.0,106.794626,Filtered Data (2017-2020),,
2019.0,8.029069,Filtered Data (2017-2020),,
2019.0,61.03631,Filtered Data (2017-2020),,
2019.0,37.729247,Filtered Data (2017-2020),,
2019.0,0.956066,Filtered Data (2017-2020),,
2019.0,5.164968,Filtered Data (2017-2020),,
2019.0,6.121034,Filtered Data (2017-2020),,
2019.0,1.188013,Filtered Data (2017-2020),,
2019.0,3.502536,Filtered Data (2017-2020),,
2019.0,4.690549,Filtered Data (2017-2020),,
2019.0,45.931657,Filtered Data (2017-2020),,
2019.0,0.744391,Filtered Data (2017-2020),,
2019.0,46.676048,Filtered Data (2017-2020),,
2019.0,7.58855,Filtered Data (2017-2020),,
2019.0,0.009638,Filtered Data (2017-2020),,
2019.0,6.093486,Filtered Data (2017-2020),,
2019.0,13.691674,Filtered Data (2017-2020),,
2019.0,0.141664,Filtered Data (2017-2020),,
2019.0,8.594862,Filtered Data (2017-2020),,
2019.0,4.314194,Filtered Data (2017-2020),,
2019.0,13.05072,Filtered Data (2017-2020),,
2019.0,84.230026,Filtered Data (2017-2020),,
2019.0,7.730214,Filtered Data (2017-2020),,
2019.0,56.680237,Filtered Data (2017-2020),,
2019.0,19.819575,Filtered Data (2017-2020),,
2019.0,0.309987,Filtered Data (2017-2020),,
2019.0,1.369681,Filtered Data (2017-2020),,
2019.0,1.679669,Filtered Data (2017-2020),,
2019.0,0.426826,Filtered Data (2017-2020),,
2019.0,1.35529,Filtered Data (2017-2020),,
2019.0,1.782115,Filtered Data (2017-2020),,
2019.0,10.895227,Filtered Data (2017-2020),,
2019.0,1.43275,Filtered Data (2017-2020),,
2019.0,12.327977,Filtered Data (2017-2020),,
2019.0,56.757869,Filtered Data (2017-2020),,
2019.0,0.098161,Filtered Data (2017-2020),,
2019.0,0.928306,Filtered Data (2017-2020),,
2019.0,57.784337,Filtered Data (2017-2020),,
2019.0,2.626076,Filtered Data (2017-2020),,
2019.0,1.969149,Filtered Data (2017-2020),,
2019.0,7.280914,Filtered Data (2017-2020),,
2019.0,11.87614,Filtered Data (2017-2020),,
2019.0,85.450237,Filtered Data (2017-2020),,
2019.0,59.383945,Filtered Data (2017-2020),,
2019.0,13.699351,Filtered Data (2017-2020),,
2019.0,12.366941,Filtered Data (2017-2020),,
2019.0,2.415422,Filtered Data (2017-2020),,
2019.0,8.41888,Filtered Data (2017-2020),,
2019.0,10.834302,Filtered Data (2017-2020),,
2019.0,0.051219,Filtered Data (2017-2020),,
2019.0,1.018589,Filtered Data (2017-2020),,
2019.0,5.641211,Filtered Data (2017-2020),,
2019.0,6.71102,Filtered Data (2017-2020),,
2019.0,30.412034,Filtered Data (2017-2020),,
2019.0,0.256137,Filtered Data (2017-2020),,
2019.0,30.668171,Filtered Data (2017-2020),,
2019.0,25.08058,Filtered Data (2017-2020),,
2019.0,0.192648,Filtered Data (2017-2020),,
2019.0,8.002902,Filtered Data (2017-2020),,
2019.0,33.27613,Filtered Data (2017-2020),,
2019.0,1.653325,Filtered Data (2017-2020),,
2019.0,3.038898,Filtered Data (2017-2020),,
2019.0,8.646928,Filtered Data (2017-2020),,
2019.0,13.339151,Filtered Data (2017-2020),,
2019.0,94.828774,Filtered Data (2017-2020),,
2019.0,26.785123,Filtered Data (2017-2020),,
2019.0,37.077592,Filtered Data (2017-2020),,
2019.0,30.966059,Filtered Data (2017-2020),,
2019.0,0.228842,Filtered Data (2017-2020),,
2019.0,0.7991,Filtered Data (2017-2020),,
2019.0,1.027942,Filtered Data (2017-2020),,
2019.0,0.014073,Filtered Data (2017-2020),,
2019.0,0.230326,Filtered Data (2017-2020),,
2019.0,0.738782,Filtered Data (2017-2020),,
2019.0,0.983182,Filtered Data (2017-2020),,
2019.0,7.197888,Filtered Data (2017-2020),,
2019.0,0.754655,Filtered Data (2017-2020),,
2019.0,7.952543,Filtered Data (2017-2020),,
2019.0,36.266509,Filtered Data (2017-2020),,
2019.0,0.031361,Filtered Data (2017-2020),,
2019.0,0.182434,Filtered Data (2017-2020),,
2019.0,36.480304,Filtered Data (2017-2020),,
2019.0,2.946466,Filtered Data (2017-2020),,
2019.0,3.351654,Filtered Data (2017-2020),,
2019.0,6.355312,Filtered Data (2017-2020),,
2019.0,12.653432,Filtered Data (2017-2020),,
2019.0,59.097402,Filtered Data (2017-2020),,
