Año,Id_Marca,Id_Modelo,Costo_Combustible,Co2,ID_Combustible
2003,111,1617,5450.0,-1.0,1
2003,111,1617,5450.0,-1.0,1
2003,119,1206,3250.0,-1.0,1
2003,119,1207,3250.0,-1.0,1
2003,119,1213,3850.0,-1.0,1
2003,124,1910,2200.0,-1.0,2
2003,158,4443,3650.0,-1.0,1
2003,162,554,3100.0,-1.0,1
2003,178,2644,2550.0,-1.0,2
2003,186,1401,2850.0,-1.0,1
2003,186,1401,2850.0,-1.0,1
2003,195,3378,1750.0,-1.0,3
2003,21,182,3250.0,-1.0,1
2003,21,214,2950.0,-1.0,1
2003,21,345,3100.0,-1.0,1
2003,21,379,3650.0,-1.0,1
2003,30,4195,2200.0,-1.0,2
2003,30,4195,2200.0,-1.0,2
2003,30,4198,2650.0,-1.0,2
2003,30,4198,2550.0,-1.0,2
1985,124,4709,2400.0,-1.0,2
2003,42,3373,2950.0,-1.0,1
2003,42,4458,2550.0,-1.0,2
2003,42,4458,2200.0,-1.0,2
2003,42,4458,2650.0,-1.0,2
2003,42,4458,2550.0,-1.0,2
2003,42,4458,2650.0,-1.0,2
2003,55,2260,2200.0,-1.0,2
2003,74,1443,1750.0,-1.0,2
2003,74,1456,1300.0,-1.0,2
2003,76,812,2050.0,-1.0,2
2003,85,4982,3450.0,-1.0,1
2003,85,5115,3650.0,-1.0,1
2003,85,5128,4100.0,-1.0,1
2003,93,3901,2100.0,-1.0,2
2003,99,2618,3650.0,-1.0,1
2003,99,2618,3650.0,-1.0,1
2003,119,1155,3650.0,-1.0,1
2003,124,2846,2300.0,-1.0,2
2003,124,2847,2300.0,-1.0,2
1986,111,1063,4100.0,-1.0,2
2003,132,866,2550.0,-1.0,2
2003,178,2889,2550.0,-1.0,2
2003,178,2889,2550.0,-1.0,2
1985,124,4709,2100.0,-1.0,2
2003,180,834,2300.0,-1.0,2
2003,186,1305,2200.0,-1.0,2
2003,195,2491,2300.0,-1.0,2
2003,195,2438,2950.0,-1.0,1
2003,195,2688,2200.0,-1.0,2
2003,195,3511,3450.0,-1.0,1
2003,196,4008,3100.0,-1.0,1
2003,196,4008,2850.0,-1.0,1
1986,119,32,2100.0,-1.0,3
2003,1,118,3650.0,-1.0,1
2003,8,673,3100.0,-1.0,1
2003,8,679,3450.0,-1.0,1
2003,8,679,3650.0,-1.0,1
2003,15,917,5950.0,-1.0,1
1986,119,32,2100.0,-1.0,3
1986,124,1576,,-1.0,9
2003,30,4196,2550.0,-1.0,2
2003,74,814,2400.0,-1.0,2
2003,76,4358,2400.0,-1.0,2
2003,85,3939,3850.0,-1.0,1
2003,85,4847,3650.0,-1.0,1
2003,93,3426,2400.0,-1.0,2
2003,93,3426,2550.0,-1.0,2
2003,113,415,2200.0,-1.0,2
2003,113,415,2650.0,-1.0,2
2003,124,2454,2550.0,-1.0,2
2003,129,888,2300.0,-1.0,2
2003,129,888,2550.0,-1.0,2
2003,129,3132,2650.0,-1.0,2
2003,132,953,2950.0,-1.0,2
2003,132,954,2950.0,-1.0,2
2003,148,2521,2650.0,-1.0,2
2003,165,2777,2200.0,-1.0,2
2003,186,1295,2200.0,-1.0,2
2003,24,3504,3450.0,-1.0,1
2003,30,1510,2650.0,-1.0,2
2003,42,2658,2800.0,-1.0,2
1986,124,4449,,-1.0,9
2003,120,3111,3850.0,-1.0,1
2003,119,3981,4100.0,-1.0,1
2003,148,1074,3450.0,-1.0,1
2003,21,176,3100.0,-1.0,1
2003,21,183,3250.0,-1.0,1
2003,21,346,3250.0,-1.0,1
2003,21,346,3450.0,-1.0,1
2003,21,381,3850.0,-1.0,1
2003,148,4886,2100.0,-1.0,2
2003,148,4885,2700.0,-1.0,1
2003,180,837,2300.0,-1.0,2
2003,186,3126,2100.0,-1.0,2
2003,195,2699,2300.0,-1.0,2
1985,145,1488,,-1.0,9
1985,145,1489,,-1.0,9
2003,55,4574,2800.0,-1.0,2
2003,99,3777,2950.0,-1.0,2
1986,145,1488,,-1.0,9
1986,145,1489,,-1.0,9
2003,119,1784,3250.0,-1.0,1
2003,165,2829,2550.0,-1.0,2
2003,178,2890,2400.0,-1.0,2
2003,178,2890,2650.0,-1.0,2
2003,196,4812,2950.0,-1.0,1
2003,196,4812,3250.0,-1.0,1
2003,29,3947,2400.0,-1.0,2
2003,29,4312,3300.0,-1.0,2
2003,29,4095,3550.0,-1.0,2
2003,42,1699,3300.0,-1.0,2
2003,42,3808,3300.0,-1.0,2
2003,42,3808,3550.0,-1.0,2
2003,55,2057,3100.0,-1.0,2
2003,55,2167,3300.0,-1.0,2
2003,55,2168,3300.0,-1.0,2
2003,55,2167,5050.0,-1.0,1
2003,55,2168,5050.0,-1.0,1
2003,113,1012,2400.0,-1.0,2
2003,113,1012,2300.0,-1.0,2
2003,113,1026,2950.0,-1.0,2
2003,129,2303,3100.0,-1.0,2
2003,186,4544,3300.0,-1.0,2
2003,29,4313,3800.0,-1.0,2
2003,29,4313,3800.0,-1.0,2
2003,29,4346,4100.0,-1.0,2
1986,148,2236,2650.0,-1.0,2
2003,42,1700,4100.0,-1.0,2
2003,42,3809,3800.0,-1.0,2
2003,55,2059,3550.0,-1.0,2
2003,55,2173,3300.0,-1.0,2
2003,55,2174,3300.0,-1.0,2
2003,55,3866,3550.0,-1.0,2
2003,55,3866,3550.0,-1.0,2
1986,148,2236,2950.0,-1.0,2
2003,65,4258,3800.0,-1.0,2
2003,113,1028,3300.0,-1.0,2
2003,129,2304,3300.0,-1.0,2
2003,129,2304,3100.0,-1.0,2
2003,186,4545,3300.0,-1.0,2
2003,186,4545,3300.0,-1.0,2
2003,29,4829,3800.0,-1.0,2
2003,29,4835,3550.0,-1.0,2
2003,42,3813,3800.0,-1.0,2
2003,55,1772,3300.0,-1.0,2
2003,65,4176,3550.0,-1.0,2
2003,29,2076,3800.0,-1.0,2
2003,29,2072,4100.0,-1.0,2
1986,148,4480,2200.0,-1.0,2
2003,65,4175,3550.0,-1.0,2
2003,65,4175,3800.0,-1.0,2
2003,65,4171,4100.0,-1.0,2
2003,30,4650,2550.0,-1.0,2
2003,113,3076,2950.0,-1.0,2
2003,29,4550,3800.0,-1.0,2
2003,29,4655,2400.0,-1.0,2
2003,29,4673,3300.0,-1.0,2
2003,55,2029,3800.0,-1.0,2
1986,148,11,1950.0,-1.0,2
2003,65,5205,3800.0,-1.0,2
2003,65,1969,3300.0,-1.0,2
2003,65,2700,3300.0,-1.0,2
2003,74,1236,2400.0,-1.0,2
2003,76,4141,2650.0,-1.0,2
2003,80,2207,3100.0,-1.0,2
2003,83,3913,2950.0,-1.0,2
2003,83,3913,2800.0,-1.0,2
2003,124,3282,3100.0,-1.0,2
2003,129,3296,2650.0,-1.0,2
2003,129,3520,3300.0,-1.0,2
1986,155,2305,2300.0,-1.0,2
2003,186,4223,3800.0,-1.0,2
2003,196,5077,3650.0,-1.0,1
2003,21,5011,4100.0,-1.0,1
2003,21,5011,4650.0,-1.0,1
2003,29,4552,4100.0,-1.0,2
2003,29,4657,2550.0,-1.0,2
2003,42,1738,4100.0,-1.0,2
2003,65,5207,4100.0,-1.0,2
2003,74,3552,3100.0,-1.0,2
2003,80,3659,3550.0,-1.0,2
2003,98,2290,3100.0,-1.0,2
2003,119,2353,5450.0,-1.0,1
2003,119,3061,4350.0,-1.0,1
2003,119,3068,4650.0,-1.0,1
2003,120,3289,3550.0,-1.0,2
2003,124,3283,3550.0,-1.0,2
1986,186,1401,2400.0,-1.0,2
2003,129,5184,4350.0,-1.0,1
2003,129,5184,3300.0,-1.0,2
2003,178,1051,2650.0,-1.0,2
2003,178,2276,2550.0,-1.0,2
2003,180,4906,2550.0,-1.0,2
2003,196,5073,3650.0,-1.0,1
2003,42,1328,2650.0,-1.0,5
2003,65,5187,3550.0,-1.0,5
2003,65,5205,3800.0,-1.0,5
2003,55,2042,3300.0,-1.0,5
2003,30,4196,2550.0,-1.0,5
2003,42,4459,2550.0,-1.0,5
2003,65,5189,3800.0,-1.0,5
2003,65,5207,3800.0,-1.0,5
2003,29,4551,3800.0,-1.0,5
2003,29,4316,5300.0,-1.0,14
2003,55,4574,2800.0,-1.0,5
2003,55,1638,3500.0,-1.0,13
2003,123,1539,2350.0,-1.0,1
1986,186,4493,3850.0,-1.0,1
2003,162,556,3100.0,-1.0,1
2003,195,2438,2950.0,-1.0,1
2003,195,2688,2950.0,-1.0,1
2003,195,3511,3650.0,-1.0,1
2003,186,1295,2550.0,-1.0,2
2003,149,1374,4650.0,-1.0,1
2003,21,5225,3100.0,-1.0,1
2004,21,5225,3100.0,-1.0,1
2004,27,5147,3650.0,-1.0,1
2004,29,1607,3450.0,-1.0,1
1986,195,4189,2300.0,-1.0,2
2004,52,247,5450.0,-1.0,1
2004,52,406,5950.0,-1.0,1
2004,74,2654,1000.0,-1.0,2
2004,111,4404,5450.0,-1.0,1
2004,119,4065,4650.0,-1.0,1
2004,119,4069,3100.0,-1.0,1
2004,119,4075,3250.0,-1.0,1
2004,149,1080,3450.0,-1.0,1
2004,149,1080,3650.0,-1.0,1
2004,186,3079,2050.0,-1.0,2
2004,7,4788,5050.0,-1.0,1
2004,21,173,3250.0,-1.0,1
2004,21,173,3450.0,-1.0,1
2004,124,1916,2300.0,-1.0,2
1986,21,309,3300.0,-1.0,2
2004,149,1353,3850.0,-1.0,1
2004,149,4565,3450.0,-1.0,1
2004,149,4752,4350.0,-1.0,1
2004,195,3379,2700.0,-1.0,1
2004,195,3379,2950.0,-1.0,1
2004,1,3774,2700.0,-1.0,1
2004,8,3968,4100.0,-1.0,1
2004,21,2958,3850.0,-1.0,1
2004,55,3306,2950.0,-1.0,2
2004,55,3307,2950.0,-1.0,2
2004,55,3308,2950.0,-1.0,2
2004,55,3306,2950.0,-1.0,2
2004,55,3307,2950.0,-1.0,2
2004,55,3308,2950.0,-1.0,2
2004,76,4619,2300.0,-1.0,2
2004,85,5141,3850.0,-1.0,1
2004,111,1617,5450.0,-1.0,1
2004,119,1206,3250.0,-1.0,1
2004,178,2644,2550.0,-1.0,2
2004,186,1401,1900.0,-1.0,2
2004,186,1401,2050.0,-1.0,2
2004,186,1401,2700.0,-1.0,1
2004,195,3378,2850.0,-1.0,1
2004,195,3708,3450.0,-1.0,1
2004,196,1176,3250.0,-1.0,1
2004,1,4526,2850.0,-1.0,1
2004,8,656,2850.0,-1.0,1
2004,8,665,3450.0,-1.0,1
2004,8,665,3450.0,-1.0,1
2004,21,214,3100.0,-1.0,1
2004,29,978,1950.0,-1.0,2
2004,29,1362,1950.0,-1.0,2
2004,30,4195,2200.0,-1.0,2
2004,30,4195,3100.0,-1.0,1
1986,29,1362,2400.0,-1.0,2
2004,55,2260,2100.0,-1.0,2
2004,74,1443,1650.0,-1.0,2
2004,74,1443,1850.0,-1.0,2
2004,74,1443,1750.0,-1.0,2
2004,74,1443,1550.0,-1.0,2
2004,74,1456,1350.0,-1.0,2
2004,76,812,2050.0,-1.0,2
2004,80,2339,2800.0,-1.0,2
2004,93,3901,2050.0,-1.0,2
2004,93,4395,2400.0,-1.0,2
2004,99,2618,3650.0,-1.0,1
2004,119,1152,3250.0,-1.0,1
2004,119,1125,2850.0,-1.0,1
2004,129,4211,2300.0,-1.0,2
2004,132,866,2100.0,-1.0,2
2004,162,556,2400.0,-1.0,2
2004,178,2889,2550.0,-1.0,2
2004,178,2889,3450.0,-1.0,1
2004,180,835,2300.0,-1.0,2
2004,180,2274,2400.0,-1.0,2
2004,180,4494,2050.0,-1.0,2
2004,195,2438,2700.0,-1.0,1
2004,195,2688,2700.0,-1.0,1
2004,195,2688,1850.0,-1.0,3
2004,195,2688,2200.0,-1.0,2
2004,196,3970,2850.0,-1.0,1
2004,196,4008,2950.0,-1.0,1
2004,196,4008,2950.0,-1.0,1
2004,196,4013,3450.0,-1.0,1
1986,42,3424,2300.0,-1.0,2
2004,1,118,3650.0,-1.0,1
2004,21,345,3250.0,-1.0,1
1986,42,3424,2050.0,-1.0,2
2004,21,358,3100.0,-1.0,1
2004,24,1404,2550.0,-1.0,2
2004,29,3275,2400.0,-1.0,2
2004,30,4196,2400.0,-1.0,2
2004,40,3104,2650.0,-1.0,2
2004,42,4459,2400.0,-1.0,2
2004,74,814,2400.0,-1.0,2
2004,76,4358,2400.0,-1.0,2
2004,76,5105,2950.0,-1.0,2
2004,85,3937,3450.0,-1.0,1
2004,93,4396,2100.0,-1.0,2
2004,99,2417,3450.0,-1.0,1
2004,101,2809,3100.0,-1.0,1
2004,101,2810,3100.0,-1.0,1
2004,101,2809,3650.0,-1.0,1
2004,101,2810,3650.0,-1.0,1
2004,113,415,2400.0,-1.0,2
2004,119,1833,4100.0,-1.0,1
2004,124,1723,3650.0,-1.0,1
2004,129,888,2550.0,-1.0,2
2004,148,2521,2550.0,-1.0,2
1985,145,4767,1750.0,-1.0,2
2004,162,4,2650.0,-1.0,2
2004,186,3578,1150.0,-1.0,2
2004,195,3510,2950.0,-1.0,1
2004,196,4034,3100.0,-1.0,1
2004,196,4034,3250.0,-1.0,1
2004,8,687,3650.0,-1.0,1
2004,21,519,4100.0,-1.0,1
2004,27,1708,2800.0,-1.0,2
2004,85,4864,3450.0,-1.0,1
2004,101,4643,2950.0,-1.0,2
2004,112,430,5050.0,-1.0,1
2004,119,3985,4350.0,-1.0,1
2004,148,1074,3250.0,-1.0,1
2004,148,1074,2950.0,-1.0,2
2004,195,3535,4100.0,-1.0,1
2004,195,3536,4100.0,-1.0,1
2004,8,658,2950.0,-1.0,1
1986,55,4618,2950.0,-1.0,2
2004,148,4885,1900.0,-1.0,2
2004,178,2650,3450.0,-1.0,1
2004,178,2650,2400.0,-1.0,2
2004,180,836,2200.0,-1.0,2
2004,180,838,2300.0,-1.0,2
2004,195,2699,2950.0,-1.0,1
2004,195,2699,2300.0,-1.0,2
2004,55,2268,2050.0,-1.0,2
2004,55,2268,2100.0,-1.0,2
2004,113,417,2650.0,-1.0,2
2004,113,417,2800.0,-1.0,2
2004,162,566,2400.0,-1.0,2
2004,178,2890,2550.0,-1.0,2
1986,120,1612,,-1.0,9
2004,195,3514,2950.0,-1.0,1
2004,195,3514,3650.0,-1.0,1
2004,195,3514,3650.0,-1.0,1
2004,196,4811,3250.0,-1.0,1
2004,29,1484,2950.0,-1.0,2
2004,42,1699,3100.0,-1.0,2
2004,42,3808,3800.0,-1.0,2
2004,42,3808,6550.0,-1.0,1
1986,120,1612,2800.0,-1.0,2
2004,55,3865,2950.0,-1.0,2
2004,55,3865,3100.0,-1.0,2
2004,65,4257,3300.0,-1.0,2
2004,65,4257,3300.0,-1.0,2
2004,65,4257,3300.0,-1.0,2
2004,65,1311,2950.0,-1.0,2
1986,120,2933,1850.0,-1.0,2
2004,65,1311,2950.0,-1.0,2
2004,65,1316,2650.0,-1.0,2
2004,186,4544,2950.0,-1.0,2
2004,29,1485,2950.0,-1.0,2
2004,29,1485,3100.0,-1.0,2
2004,29,4311,3300.0,-1.0,2
2004,29,4313,3550.0,-1.0,2
1986,120,2933,1700.0,-1.0,3
2004,42,1700,3800.0,-1.0,2
2004,42,3809,3800.0,-1.0,2
2004,55,3866,3550.0,-1.0,2
2004,65,1312,2950.0,-1.0,2
2004,65,1312,2950.0,-1.0,2
2004,65,4256,3300.0,-1.0,2
2004,65,4258,3550.0,-1.0,2
2004,65,4258,3550.0,-1.0,2
2004,186,4545,2950.0,-1.0,2
2004,186,4545,3100.0,-1.0,2
2004,186,4545,3300.0,-1.0,2
2004,186,4545,3300.0,-1.0,2
2004,186,4745,3550.0,-1.0,2
2004,29,938,3300.0,-1.0,2
2004,29,942,3800.0,-1.0,2
1986,121,5152,,-1.0,9
2004,65,4123,3300.0,-1.0,2
2004,65,4126,3800.0,-1.0,2
2004,30,4650,2800.0,-1.0,2
2004,42,1328,2800.0,-1.0,2
2004,74,3422,2800.0,-1.0,2
2004,93,4205,3300.0,-1.0,2
2004,132,4297,2950.0,-1.0,2
2004,27,1986,3800.0,-1.0,2
2004,29,4462,3550.0,-1.0,2
2004,29,4463,3550.0,-1.0,2
2004,29,4550,3800.0,-1.0,2
2004,30,3450,2550.0,-1.0,2
2004,42,1737,3300.0,-1.0,2
2004,42,1737,3800.0,-1.0,2
2004,65,5187,3800.0,-1.0,2
2004,65,2700,3300.0,-1.0,2
1986,119,396,5050.0,-1.0,1
2004,83,3911,3100.0,-1.0,2
2004,87,2505,3300.0,-1.0,2
2004,87,2903,2800.0,-1.0,2
2004,93,4375,3300.0,-1.0,2
1986,132,1288,2300.0,-1.0,2
2004,113,4711,2800.0,-1.0,2
2004,124,3282,3100.0,-1.0,2
2004,124,3441,2550.0,-1.0,2
2004,129,5183,4350.0,-1.0,1
2004,180,2524,2950.0,-1.0,2
2004,180,2529,2950.0,-1.0,2
2004,180,4910,2950.0,-1.0,2
2004,186,4223,3800.0,-1.0,2
2004,196,5077,3450.0,-1.0,1
2004,1,3032,3850.0,-1.0,1
2004,21,4991,3850.0,-1.0,1
1986,132,2242,,-1.0,9
2004,21,5011,4100.0,-1.0,1
2004,27,1991,4100.0,-1.0,2
2004,27,1992,4100.0,-1.0,2
2004,29,4466,3800.0,-1.0,2
2004,29,4668,2950.0,-1.0,2
2004,30,3454,3100.0,-1.0,2
1986,132,2242,2400.0,-1.0,2
2004,55,2031,3800.0,-1.0,2
2004,65,1970,3550.0,-1.0,2
1986,132,2242,2100.0,-1.0,2
2004,65,5207,3800.0,-1.0,2
2004,74,1948,2650.0,-1.0,2
2004,76,4142,3100.0,-1.0,2
2004,80,2208,3100.0,-1.0,2
2004,80,2212,4350.0,-1.0,1
2004,80,3664,3800.0,-1.0,2
2004,83,3912,3100.0,-1.0,2
2004,87,2506,3300.0,-1.0,2
1986,143,340,2800.0,-1.0,2
2004,113,4712,2550.0,-1.0,2
2004,119,3068,4650.0,-1.0,1
2004,124,3442,2650.0,-1.0,2
2004,129,3297,2650.0,-1.0,2
2004,129,5184,3300.0,-1.0,2
2004,129,5184,3300.0,-1.0,2
2004,148,996,2950.0,-1.0,2
2004,149,1374,4650.0,-1.0,1
2004,165,4921,2550.0,-1.0,2
1986,143,340,,-1.0,9
2004,180,2530,3100.0,-1.0,2
2004,180,2530,3100.0,-1.0,2
2004,186,307,3100.0,-1.0,2
1986,143,340,,-1.0,9
2004,195,4641,4650.0,-1.0,1
2004,195,4641,3250.0,-1.0,3
2004,55,2159,3750.0,-1.0,13
2004,29,4551,3800.0,-1.0,5
1986,145,2571,2300.0,-1.0,2
2004,29,4552,3800.0,-1.0,5
2004,119,1132,3250.0,-1.0,8
1986,148,2503,2200.0,-1.0,2
2004,65,4186,4050.0,-1.0,13
2004,120,3290,3550.0,-1.0,5
2004,120,4113,2800.0,-1.0,5
2004,55,4574,2800.0,-1.0,5
2004,42,3808,4400.0,-1.0,5
2004,42,3809,4400.0,-1.0,5
2004,55,2039,3300.0,-1.0,2
2005,21,5225,3100.0,-1.0,1
2005,21,5225,3100.0,-1.0,1
2005,29,1607,3450.0,-1.0,1
2005,30,1630,3650.0,-1.0,1
2005,30,1630,3650.0,-1.0,1
2005,97,2772,6550.0,-1.0,1
2005,97,2772,5950.0,-1.0,1
2005,97,2775,5950.0,-1.0,1
2005,113,3093,2850.0,-1.0,1
2005,119,4078,5050.0,-1.0,1
2005,119,4065,4650.0,-1.0,1
2005,119,4077,4100.0,-1.0,1
1986,155,874,2100.0,-1.0,2
2005,149,1339,4100.0,-1.0,1
2005,186,3079,2050.0,-1.0,2
1986,155,874,1600.0,-1.0,2
2005,7,1688,5050.0,-1.0,1
2005,7,4789,5450.0,-1.0,1
2005,8,4528,3100.0,-1.0,1
2005,21,173,3250.0,-1.0,1
2005,21,173,3450.0,-1.0,1
1986,155,874,1750.0,-1.0,2
2005,21,209,3250.0,-1.0,1
2005,21,2964,4100.0,-1.0,1
2005,124,1916,2300.0,-1.0,2
2005,124,1916,3250.0,-1.0,1
2005,149,1345,3450.0,-1.0,1
2005,149,1352,3650.0,-1.0,1
2005,149,1354,3650.0,-1.0,1
2005,149,4756,4100.0,-1.0,1
1986,162,571,,-1.0,9
2005,149,4752,4100.0,-1.0,1
2005,149,4753,4100.0,-1.0,1
2005,149,4755,4100.0,-1.0,1
2005,1,3774,2050.0,-1.0,2
2005,1,3774,2850.0,-1.0,1
2005,8,3968,4100.0,-1.0,1
2005,21,208,3100.0,-1.0,1
2005,21,208,3250.0,-1.0,1
2005,21,208,3100.0,-1.0,1
2005,21,443,3850.0,-1.0,1
2005,29,1472,2200.0,-1.0,2
2005,55,3306,2950.0,-1.0,2
2005,55,3307,2950.0,-1.0,2
2005,55,3308,2950.0,-1.0,2
2005,76,4619,2800.0,-1.0,2
2005,111,1621,5450.0,-1.0,1
2005,113,3796,3650.0,-1.0,1
2005,124,1910,2300.0,-1.0,2
2005,124,1910,2550.0,-1.0,2
2005,124,1910,3100.0,-1.0,1
1986,178,4202,2300.0,-1.0,2
2005,178,2644,2400.0,-1.0,2
2005,167,5347,1750.0,-1.0,2
2005,195,3378,2950.0,-1.0,1
2005,8,656,2850.0,-1.0,1
2005,8,656,2950.0,-1.0,1
2005,15,1522,5450.0,-1.0,1
2005,21,174,3100.0,-1.0,1
2005,21,174,3250.0,-1.0,1
2005,21,214,3100.0,-1.0,1
2005,21,220,3100.0,-1.0,1
2005,30,4198,2400.0,-1.0,2
2005,42,3373,1900.0,-1.0,2
2005,42,3373,2950.0,-1.0,1
1986,186,1295,1950.0,-1.0,2
2005,74,1443,1750.0,-1.0,2
2005,74,1456,1300.0,-1.0,2
2005,74,1456,1300.0,-1.0,2
2005,76,812,1950.0,-1.0,2
2005,80,2339,3450.0,-1.0,1
2005,93,3901,2100.0,-1.0,2
2005,113,103,2050.0,-1.0,2
2005,119,1148,3450.0,-1.0,1
2005,119,1150,3250.0,-1.0,1
2005,119,1202,5050.0,-1.0,1
2005,124,2846,2200.0,-1.0,2
2005,124,2847,2200.0,-1.0,2
2005,129,4211,1950.0,-1.0,2
2005,129,4211,2300.0,-1.0,2
2005,148,4486,2100.0,-1.0,2
2005,165,2660,2050.0,-1.0,2
2005,180,833,2200.0,-1.0,2
2005,180,835,2300.0,-1.0,2
2005,180,4498,2050.0,-1.0,2
2005,186,1305,2200.0,-1.0,2
2005,186,1306,2550.0,-1.0,2
2005,195,2438,2700.0,-1.0,1
2005,195,2688,1650.0,-1.0,3
2005,195,2688,2200.0,-1.0,2
2005,195,2688,2200.0,-1.0,2
2005,196,3969,3250.0,-1.0,1
2005,196,4008,3100.0,-1.0,1
2005,196,4013,3450.0,-1.0,1
2005,21,358,3100.0,-1.0,1
2005,27,4097,2950.0,-1.0,2
2005,29,3275,3250.0,-1.0,1
2005,52,429,5450.0,-1.0,1
2005,74,814,2200.0,-1.0,2
1986,195,3674,2800.0,-1.0,2
2005,76,4358,2400.0,-1.0,2
1986,196,88,2650.0,-1.0,2
2005,85,3939,3650.0,-1.0,1
2005,93,3426,2550.0,-1.0,2
2005,101,2809,3250.0,-1.0,1
2005,101,2810,3250.0,-1.0,1
2005,101,2809,3650.0,-1.0,1
2005,101,2810,3650.0,-1.0,1
2005,120,4109,2650.0,-1.0,2
2005,148,2521,3450.0,-1.0,1
2005,157,3537,5050.0,-1.0,1
2005,165,2778,2550.0,-1.0,2
2005,186,1295,2100.0,-1.0,2
2005,186,1295,2550.0,-1.0,2
2005,195,3510,2850.0,-1.0,1
2005,196,4032,2950.0,-1.0,1
2005,196,4032,3450.0,-1.0,1
2005,21,517,4100.0,-1.0,1
2005,27,2907,3300.0,-1.0,2
2005,27,2908,3300.0,-1.0,2
2005,27,2909,3300.0,-1.0,2
2005,29,2634,3250.0,-1.0,1
2005,29,2634,2550.0,-1.0,2
2005,55,2248,2650.0,-1.0,2
2005,55,4567,2650.0,-1.0,2
2005,55,4567,2650.0,-1.0,2
2005,112,430,5050.0,-1.0,1
2005,119,3985,4350.0,-1.0,1
2005,148,1074,2950.0,-1.0,2
2005,8,658,2950.0,-1.0,1
2005,8,3967,4100.0,-1.0,1
2005,29,3435,2550.0,-1.0,2
2005,162,551,2400.0,-1.0,2
2005,178,2650,2400.0,-1.0,2
2005,186,3125,1950.0,-1.0,2
2005,195,2699,2700.0,-1.0,1
1986,24,3903,2650.0,-1.0,2
2005,196,4798,3250.0,-1.0,1
2005,196,4799,2950.0,-1.0,1
2005,196,4799,2950.0,-1.0,1
1986,27,1941,2950.0,-1.0,2
2005,119,1784,3250.0,-1.0,1
2005,119,1837,4350.0,-1.0,1
2005,162,566,3250.0,-1.0,1
2005,165,2829,2550.0,-1.0,2
2005,178,2886,2300.0,-1.0,2
2005,195,3513,2150.0,-1.0,3
2005,195,3514,2950.0,-1.0,1
2005,196,4812,3100.0,-1.0,1
2005,196,4812,2950.0,-1.0,1
2005,196,4812,2950.0,-1.0,1
2005,29,4312,4350.0,-1.0,1
1986,29,1399,2800.0,-1.0,2
1985,148,2236,3100.0,-1.0,2
2005,42,1699,3550.0,-1.0,2
2005,42,3808,3800.0,-1.0,2
2005,55,2167,3550.0,-1.0,2
2005,55,2168,3550.0,-1.0,2
2005,55,3865,2300.0,-1.0,2
2005,55,3865,3100.0,-1.0,2
2005,65,4257,3300.0,-1.0,2
2005,186,4544,2950.0,-1.0,2
2005,186,4544,3300.0,-1.0,2
2005,29,1480,2950.0,-1.0,2
2005,29,4311,3300.0,-1.0,2
2005,29,4313,3550.0,-1.0,2
1986,30,2860,,-1.0,9
1986,30,2860,2400.0,-1.0,2
2005,65,1317,3100.0,-1.0,2
2005,65,4256,3300.0,-1.0,2
2005,113,1037,3300.0,-1.0,2
2005,29,939,3300.0,-1.0,2
1986,30,2862,2400.0,-1.0,2
2005,29,4829,3800.0,-1.0,2
2005,29,4835,3300.0,-1.0,2
1985,148,2236,3100.0,-1.0,2
2005,65,4176,3300.0,-1.0,2
2005,65,4164,3800.0,-1.0,2
2005,65,4129,3800.0,-1.0,2
2005,29,2072,3800.0,-1.0,2
2005,65,4126,3800.0,-1.0,2
2005,55,2293,2950.0,-1.0,2
2005,93,4205,3100.0,-1.0,2
2005,113,3076,2800.0,-1.0,2
2005,120,3278,2950.0,-1.0,2
2005,120,3279,2950.0,-1.0,2
1986,30,2862,2200.0,-1.0,2
2005,29,4777,3100.0,-1.0,2
1986,30,2907,,-1.0,9
1986,30,2908,,-1.0,9
1986,30,2909,,-1.0,9
2005,29,4673,3550.0,-1.0,2
1986,30,3397,2550.0,-1.0,2
2005,30,3450,2550.0,-1.0,2
2005,42,1737,3800.0,-1.0,2
2005,42,3102,2550.0,-1.0,2
2005,55,2039,3300.0,-1.0,2
2005,55,2039,3550.0,-1.0,2
2005,65,1969,3550.0,-1.0,2
2005,65,1971,3300.0,-1.0,2
2005,80,2209,2950.0,-1.0,2
2005,83,927,3550.0,-1.0,2
1986,42,904,2050.0,-1.0,2
2005,87,2903,2650.0,-1.0,2
2005,120,3112,2800.0,-1.0,2
2005,124,1960,3650.0,-1.0,1
1986,42,904,2550.0,-1.0,2
2005,129,911,3800.0,-1.0,2
2005,129,3520,3100.0,-1.0,2
2005,180,2529,2950.0,-1.0,2
2005,24,3804,3550.0,-1.0,2
2005,27,1992,5050.0,-1.0,1
1986,42,2846,,-1.0,9
1986,42,2847,,-1.0,9
2005,27,4092,3100.0,-1.0,2
2005,29,1983,2800.0,-1.0,2
2005,55,1997,3100.0,-1.0,2
2005,55,2031,3800.0,-1.0,2
2005,65,1968,3300.0,-1.0,2
2005,65,1970,3800.0,-1.0,2
2005,65,1970,3550.0,-1.0,2
2005,65,1972,3550.0,-1.0,2
2005,65,5188,3300.0,-1.0,2
2005,65,5188,3550.0,-1.0,2
2005,65,5189,5050.0,-1.0,1
2005,74,3552,3100.0,-1.0,2
2005,76,4735,2800.0,-1.0,2
