,Year,Manufacturer,Model,charge240,feScore,fuelCost08,fuelType1,VClass
9412,2017,,92,0.0,5.0,2850.0,0,0
9424,2017,,212,0.0,5.0,2950.0,0,1
9427,2017,,126,0.0,6.0,2350.0,0,0
9451,2018,,68,0.0,4.0,3100.0,0,2
9452,2018,,270,0.0,5.0,2700.0,0,2
9459,2018,,271,0.0,3.0,3450.0,0,0
9460,2018,,272,0.0,2.0,4100.0,0,0
9462,2018,,113,0.0,5.0,2600.0,0,2
9463,2018,,67,0.0,3.0,3850.0,0,2
9471,2018,,273,0.0,3.0,3450.0,0,0
9476,2018,,274,0.0,6.0,2400.0,0,2
9478,2018,,28,0.0,5.0,2850.0,0,2
9483,2018,,47,0.0,6.0,2400.0,0,2
9484,2018,,47,0.0,6.0,2400.0,0,2
9492,2018,,132,2.0,8.0,2250.0,0,2
9493,2018,,18,0.0,5.0,2700.0,0,2
9494,2018,,182,0.0,5.0,2850.0,0,2
9495,2018,,275,0.0,4.0,2950.0,0,0
9496,2018,,276,0.0,5.0,2500.0,0,2
9497,2018,,236,0.0,5.0,2050.0,1,2
9507,2018,,49,0.0,2.0,4350.0,0,0
9508,2018,,49,0.0,5.0,2600.0,0,0
9512,2017,,277,0.0,2.0,4100.0,0,0
9517,2018,,49,0.0,4.0,2650.0,1,0
9522,2018,,115,0.0,8.0,1600.0,2,2
9523,2018,,164,0.0,6.0,1850.0,1,2
9531,2018,,278,0.0,4.0,3250.0,0,2
9532,2018,,279,0.0,6.0,1850.0,1,2
9533,2018,,31,0.0,5.0,2700.0,0,2
9534,2018,,31,0.0,5.0,2600.0,0,2
9548,2017,,275,0.0,5.0,2950.0,0,0
9549,2018,,280,0.0,5.0,2100.0,1,0
9565,2018,,155,0.0,10.0,1150.0,1,2
9578,2018,,126,0.0,6.0,2350.0,0,0
9579,2018,,78,0.0,5.0,2700.0,0,0
9580,2018,,128,0.0,4.0,2950.0,0,0
9581,2018,,244,0.0,6.0,2400.0,0,2
9583,2018,,33,0.0,5.0,2850.0,0,2
9584,2018,,98,0.0,7.0,1650.0,1,2
9585,2018,,201,0.0,9.0,1350.0,1,2
9599,2018,,117,0.0,5.0,2850.0,0,1
9600,2018,,117,0.0,5.0,2600.0,0,1
9601,2018,,5,0.0,5.0,2850.0,0,1
9602,2018,,5,0.0,5.0,2700.0,0,1
9603,2018,,87,0.0,5.0,2850.0,0,1
9604,2018,,89,0.0,5.0,2850.0,0,1
9605,2018,,90,0.0,4.0,2950.0,0,1
9606,2018,,54,0.0,4.0,3100.0,0,1
9607,2018,,6,0.0,5.0,2600.0,0,0
9608,2018,,186,0.0,5.0,2850.0,0,2
9620,2018,,165,0.0,4.0,2950.0,0,1
9621,2018,,125,0.0,4.0,3100.0,0,1
9622,2018,,203,0.0,4.0,3100.0,0,1
9623,2018,,281,0.0,4.0,3100.0,0,1
9633,2018,,282,0.0,3.0,3450.0,0,0
9649,2018,,283,0.0,4.0,3100.0,0,2
9656,2018,,55,0.0,8.0,1600.0,1,0
9657,2018,,284,0.0,8.0,1700.0,2,2
9678,2018,,32,0.0,4.0,2950.0,0,0
9679,2018,,32,0.0,5.0,2600.0,0,0
9680,2018,,137,0.0,4.0,2950.0,0,0
9682,2018,,151,0.0,7.0,1650.0,1,2
9688,2018,,285,0.0,4.0,3100.0,0,0
9700,2018,,269,2.0,10.0,1800.0,0,2
9701,2018,,286,0.0,1.0,4650.0,0,0
9706,2018,,34,0.0,6.0,1950.0,1,2
9714,2018,,261,0.0,2.0,4100.0,0,0
9742,2018,,56,0.0,7.0,1750.0,1,0
9743,2018,,248,0.0,6.0,1850.0,1,2
9748,2018,,8,0.0,6.0,2400.0,0,1
9749,2018,,46,0.0,4.0,3100.0,0,0
9753,2018,,287,5.0,10.0,1850.0,0,0
9754,2018,,288,5.0,10.0,1850.0,0,0
9759,2018,,289,5.0,10.0,600.0,3,0
9769,2019,,149,0.0,5.0,2850.0,0,2
9779,2019,,146,0.0,5.0,2850.0,0,0
9780,2019,,81,0.0,5.0,2500.0,0,0
9781,2019,,23,0.0,6.0,2350.0,0,0
9782,2019,,23,0.0,5.0,2500.0,0,0
9783,2019,,18,0.0,6.0,2400.0,0,2
9784,2019,,147,0.0,6.0,2400.0,0,2
9785,2019,,290,0.0,5.0,2600.0,0,2
9786,2019,,291,0.0,4.0,2950.0,0,2
9804,2019,,16,0.0,1.0,5050.0,0,1
9805,2019,,292,0.0,3.0,3850.0,0,1
9806,2019,,293,0.0,3.0,3650.0,0,1
9815,2019,,68,0.0,4.0,3100.0,0,2
9817,2019,,237,0.0,5.0,2850.0,0,1
9818,2019,,120,0.0,5.0,2700.0,0,1
9819,2019,,70,0.0,6.0,1850.0,1,2
9830,2019,,150,0.0,4.0,3250.0,0,1
9831,2019,,165,0.0,4.0,2950.0,0,1
9832,2019,,165,0.0,5.0,2700.0,0,1
9833,2019,,105,0.0,3.0,3450.0,0,0
9839,2019,,278,0.0,3.0,3450.0,0,2
9840,2019,,278,0.0,4.0,3250.0,0,2
9868,2019,,12,0.0,3.0,2950.0,1,0
9869,2019,,14,0.0,5.0,2300.0,1,0
9871,2019,,55,0.0,7.0,1650.0,1,0
9892,2019,,126,0.0,6.0,2350.0,0,0
9893,2019,,77,0.0,6.0,2400.0,0,0
9894,2019,,294,0.0,5.0,2700.0,0,0
9895,2019,,271,0.0,3.0,3450.0,0,0
9896,2019,,49,0.0,4.0,2400.0,1,0
9897,2019,,20,0.0,4.0,3250.0,0,2
9898,2019,,148,0.0,4.0,3250.0,0,2
9899,2019,,115,0.0,8.0,1600.0,2,2
9910,2019,,295,0.0,6.0,2250.0,0,2
9925,2019,,296,0.0,5.0,2700.0,0,0
9933,2019,,96,0.0,7.0,1750.0,1,2
9945,2019,,4,0.0,7.0,1650.0,1,2
9959,2019,,39,0.0,6.0,2400.0,0,2
9969,2019,,56,0.0,7.0,1750.0,1,0
9970,2019,,297,0.0,3.0,3650.0,0,0
9972,2019,,273,0.0,3.0,3450.0,0,0
9973,2019,,100,0.0,7.0,2050.0,0,2
9977,2019,,298,0.0,5.0,2700.0,0,2
9991,2019,,46,0.0,4.0,3100.0,0,0
10004,2019,,162,0.0,5.0,2700.0,0,0
10005,2019,,22,0.0,5.0,2600.0,0,0
10006,2019,,270,0.0,5.0,2700.0,0,2
10007,2019,,34,0.0,6.0,1950.0,1,2
10020,2019,,299,0.0,4.0,3250.0,0,0
10021,2019,,92,0.0,4.0,2950.0,0,0
10022,2019,,250,0.0,2.0,4350.0,0,0
10023,2019,,94,0.0,4.0,3100.0,0,2
10024,2019,,31,0.0,5.0,2700.0,0,2
10040,2019,,178,0.0,8.0,1550.0,1,2
10041,2019,,160,0.0,3.0,3850.0,0,2
10042,2019,,230,0.0,3.0,3850.0,0,2
10043,2019,,21,0.0,7.0,2200.0,0,1
10044,2019,,72,0.0,6.0,1850.0,1,0
10052,2019,,75,0.0,5.0,2100.0,1,0
10054,2019,,300,0.0,6.0,1900.0,1,2
10056,2019,,301,7.0,10.0,2100.0,0,0
10057,2019,,302,7.0,10.0,2100.0,0,0
10058,2020,,142,0.0,7.0,1600.0,1,2
10062,2020,,303,0.0,5.0,2600.0,0,2
10066,2019,,229,0.0,4.0,3100.0,0,2
10067,2018,,50,0.0,6.0,1850.0,1,2
10074,2020,,77,0.0,5.0,2700.0,0,0
10075,2020,,111,0.0,6.0,2400.0,0,0
10076,2020,,304,0.0,5.0,2700.0,0,0
10077,2020,,271,0.0,3.0,3450.0,0,0
10079,2020,,66,0.0,4.0,3100.0,0,2
10080,2020,,20,0.0,4.0,3250.0,0,2
10081,2019,,305,0.0,3.0,3650.0,0,1
10088,2020,,108,0.0,5.0,2600.0,0,2
10089,2020,,40,0.0,7.0,1750.0,1,2
10092,2020,,214,0.0,3.0,3650.0,0,1
10097,2019,,306,0.0,5.0,2850.0,0,0
10105,2020,,105,0.0,3.0,3450.0,0,0
10124,2020,,307,0.0,5.0,2850.0,0,1
10125,2020,,49,0.0,5.0,2600.0,0,0
10126,2020,,68,0.0,5.0,2850.0,0,2
10127,2020,,68,0.0,4.0,3100.0,0,2
10144,2020,,10,0.0,3.0,3650.0,0,0
10165,2020,,176,0.0,5.0,2850.0,0,0
10166,2020,,308,0.0,5.0,2700.0,0,0
10168,2020,,299,0.0,4.0,3250.0,0,0
10169,2020,,309,0.0,4.0,3250.0,0,0
10170,2020,,81,0.0,7.0,2200.0,0,0
10171,2020,,310,0.0,5.0,2500.0,0,2
10189,2020,,311,0.0,5.0,2850.0,0,0
10190,2020,,312,0.0,4.0,2950.0,0,0
10214,2020,,6,0.0,5.0,2600.0,0,0
10223,2020,,8,0.0,6.0,2400.0,0,1
10225,2020,,14,0.0,5.0,2300.0,1,0
10233,2020,,254,0.0,3.0,3850.0,0,0
10234,2020,,73,0.0,8.0,1550.0,1,2
10244,2020,,165,0.0,4.0,3250.0,0,1
10250,2020,,103,0.0,4.0,3100.0,0,2
10254,2019,,313,0.0,3.0,3850.0,0,2
10255,2020,,100,0.0,7.0,1600.0,1,2
10256,2020,,70,0.0,6.0,1850.0,1,2
10270,2020,,314,0.0,4.0,3250.0,0,2
10274,2020,,93,0.0,4.0,3250.0,0,0
10276,2020,,270,0.0,5.0,2850.0,0,2
10277,2020,,205,0.0,9.0,1250.0,1,2
10278,2020,,201,0.0,9.0,1350.0,1,2
10279,2020,,34,0.0,6.0,1950.0,1,2
10293,2020,,315,6.0,10.0,2500.0,0,0
10297,2020,,316,0.0,5.0,2850.0,0,0
10299,2020,,317,0.0,5.0,2850.0,0,0
10300,2020,,135,0.0,5.0,2700.0,0,0
10310,2020,,181,0.0,6.0,2400.0,0,0
10311,2020,,61,0.0,5.0,2500.0,0,0
10318,2020,,250,0.0,1.0,4650.0,0,0
10323,2020,,157,0.0,2.0,4350.0,0,1
10324,2020,,119,0.0,4.0,3250.0,0,1
10325,2020,,318,0.0,2.0,4350.0,0,0
10328,2020,,35,0.0,8.0,1550.0,1,2
10329,2020,,35,0.0,8.0,1550.0,1,2
10333,2020,,178,0.0,8.0,1550.0,1,2
10338,2020,,319,0.0,5.0,2500.0,0,2
10339,2020,,217,0.0,5.0,2500.0,0,2
10340,2020,,166,0.0,6.0,2400.0,0,2
10355,2021,,76,0.0,6.0,2250.0,0,1
10356,2021,,76,0.0,5.0,2500.0,0,1
10357,2021,,249,0.0,7.0,2100.0,0,0
10358,2021,,23,0.0,6.0,2400.0,0,0
10359,2021,,320,0.0,5.0,2500.0,0,0
10360,2021,,321,0.0,9.0,1100.0,1,2
10361,2021,,40,0.0,6.0,1750.0,1,2
10369,2020,,301,7.0,10.0,2100.0,0,0
10372,2021,,142,0.0,7.0,1600.0,1,2
10373,2021,,142,0.0,7.0,1600.0,1,2
10374,2021,,142,0.0,7.0,1650.0,1,2
10375,2021,,273,0.0,3.0,3450.0,0,0
10386,2020,,276,0.0,5.0,2850.0,0,2
10395,2021,,17,0.0,6.0,2200.0,0,1
10401,2020,,179,9.0,10.0,2500.0,0,1
10402,2021,,123,0.0,7.0,1500.0,1,2
10412,2021,,322,0.0,3.0,3450.0,0,1
10433,2021,,128,0.0,5.0,2700.0,0,0
10435,2021,,49,0.0,2.0,4100.0,0,0
10439,2021,,253,0.0,5.0,2600.0,0,0
10440,2021,,152,0.0,5.0,2850.0,0,0
10453,2021,,214,0.0,3.0,3650.0,0,1
10454,2021,,270,0.0,5.0,2850.0,0,2
10460,2021,,64,0.0,6.0,2250.0,0,0
10461,2021,,143,0.0,6.0,2350.0,0,0
10462,2021,,156,0.0,7.0,1700.0,1,2
10463,2021,,156,0.0,6.0,1750.0,1,2
10485,2021,,157,0.0,2.0,4350.0,0,1
10497,2021,,317,0.0,5.0,2850.0,0,0
10498,2021,,105,0.0,3.0,3450.0,0,0
10499,2021,,226,0.0,5.0,2700.0,0,2
10500,2021,,323,0.0,5.0,2600.0,0,2
10502,2021,,310,0.0,5.0,2500.0,0,2
10514,2021,,324,0.0,7.0,1550.0,1,2
10522,2021,,37,0.0,5.0,2050.0,1,0
10523,2021,,306,0.0,5.0,2700.0,0,0
10524,2021,,206,0.0,4.0,2950.0,0,0
10525,2021,,325,0.0,4.0,3100.0,0,0
10526,2021,,137,0.0,4.0,2950.0,0,0
10527,2021,,220,0.0,6.0,2350.0,0,2
10528,2021,,298,0.0,5.0,2600.0,0,2
10529,2021,,153,0.0,5.0,2850.0,0,2
10542,2021,,318,0.0,3.0,3450.0,0,0
10544,2021,,125,0.0,3.0,3850.0,0,1
10558,2021,,24,0.0,5.0,2600.0,0,0
10563,2021,,5,0.0,4.0,3250.0,0,1
10564,2021,,237,0.0,4.0,3250.0,0,1
10565,2021,,165,0.0,4.0,3250.0,0,1
10566,2021,,88,0.0,4.0,3250.0,0,1
10568,2021,,267,0.0,4.0,3250.0,0,0
10569,2021,,92,0.0,4.0,2950.0,0,0
10570,2021,,326,0.0,4.0,3250.0,0,0
10572,2021,,95,0.0,4.0,3100.0,0,2
10573,2021,,109,0.0,4.0,3250.0,0,2
10574,2021,,314,0.0,3.0,3450.0,0,2
10580,2021,,20,0.0,3.0,3450.0,0,0
10581,2021,,327,0.0,3.0,3450.0,0,0
10582,2021,,328,0.0,3.0,3450.0,0,2
10602,2021,,12,0.0,5.0,2200.0,1,0
10603,2021,,231,0.0,5.0,2300.0,1,0
10604,2021,,12,0.0,3.0,2950.0,1,0
10622,2021,,329,3.0,7.0,2600.0,0,2
10631,2022,,17,0.0,7.0,2100.0,0,1
10632,2022,,254,0.0,3.0,3850.0,0,0
10633,2022,,80,0.0,7.0,2100.0,0,0
10634,2022,,81,0.0,6.0,2400.0,0,0
10640,2022,,176,0.0,5.0,2850.0,0,0
10654,2020,,173,0.0,1.0,4650.0,0,2
10661,2022,,55,0.0,7.0,1600.0,1,0
10687,2022,,142,0.0,7.0,1600.0,1,2
10690,2022,,330,0.0,6.0,2400.0,0,0
10691,2022,,318,0.0,4.0,3450.0,0,0
10692,2022,,49,0.0,3.0,4100.0,0,0
10693,2022,,49,0.0,3.0,4100.0,0,0
10694,2022,,270,0.0,5.0,2700.0,0,2
10695,2022,,217,0.0,5.0,2500.0,0,2
10703,2022,,327,0.0,4.0,3450.0,0,0
10704,2022,,257,0.0,6.0,2350.0,0,2
10706,2022,,222,0.0,6.0,2200.0,0,2
10707,2022,,331,0.0,4.0,3450.0,0,2
10712,2022,,217,0.0,5.0,2700.0,0,2
10713,2022,,332,0.0,6.0,1750.0,1,2
10714,2022,,332,0.0,6.0,1750.0,1,2
10719,2022,,140,0.0,7.0,1650.0,1,0
10758,2022,,120,0.0,4.0,3250.0,0,1
10759,2022,,120,0.0,4.0,3250.0,0,1
10770,2022,,143,0.0,6.0,2350.0,0,0
10771,2022,,47,0.0,6.0,2400.0,0,2
10784,2022,,333,0.0,2.0,4650.0,0,1
10785,2022,,317,0.0,5.0,2850.0,0,0
10786,2022,,102,0.0,5.0,2850.0,0,2
10787,2022,,298,0.0,5.0,2600.0,0,2
10795,2022,,323,0.0,5.0,2600.0,0,2
10796,2022,,334,0.0,4.0,3100.0,0,2
10825,2022,,335,0.0,7.0,1600.0,1,2
10826,2022,,35,0.0,7.0,1500.0,1,2
10836,2022,,336,9.0,10.0,900.0,3,2
10837,2022,,223,10.0,10.0,950.0,3,2
10838,2022,,229,0.0,4.0,3100.0,0,2
10846,2022,,337,0.0,4.0,3100.0,0,2
10850,2021,,338,0.0,5.0,2600.0,0,2
10852,2022,,43,0.0,5.0,2700.0,0,0
10857,2022,,296,0.0,5.0,2700.0,0,0
10897,2022,,184,0.0,6.0,1900.0,1,2
10901,2022,,12,0.0,3.0,2950.0,1,0
10902,2022,,14,0.0,5.0,2300.0,1,0
10903,2022,,14,0.0,3.0,2950.0,1,0
10925,2022,,54,0.0,4.0,3450.0,0,1
10927,2022,,339,10.0,10.0,750.0,3,0
10928,2022,,340,10.0,10.0,900.0,3,0
10929,2022,,341,10.0,10.0,700.0,3,0
10943,2023,,149,0.0,4.0,3250.0,0,2
10944,2022,,342,0.0,4.0,3250.0,0,1
10945,2022,,343,5.0,9.0,2100.0,0,2
10949,2023,,299,0.0,4.0,3450.0,0,0
10950,2023,,309,0.0,4.0,3450.0,0,0
10951,2023,,80,0.0,6.0,2050.0,0,0
10957,2023,,176,0.0,5.0,2700.0,0,0
10958,2023,,81,0.0,6.0,2100.0,0,0
10959,2023,,23,0.0,5.0,2400.0,0,0
10960,2023,,191,0.0,5.0,2600.0,0,0
10963,2023,,101,0.0,5.0,2950.0,0,1
10971,2022,,39,0.0,6.0,2250.0,0,2
10972,2022,,30,0.0,6.0,2400.0,0,2
10997,2023,,344,0.0,5.0,2850.0,0,2
10998,2023,,345,0.0,5.0,2950.0,0,1
11012,2023,,194,0.0,4.0,3100.0,0,0
11014,2023,,252,0.0,4.0,3650.0,0,0
11015,2023,,346,0.0,6.0,2350.0,0,2
11016,2023,,347,0.0,4.0,3450.0,0,2
11017,2023,,167,0.0,5.0,2850.0,0,2
11018,2023,,201,0.0,7.0,1500.0,1,2
11019,2023,,85,0.0,7.0,1500.0,1,2
11020,2023,,35,0.0,7.0,1500.0,1,2
11076,2023,,348,0.0,5.0,2400.0,0,2
11125,2023,,6,0.0,5.0,2600.0,0,0
11126,2023,,43,0.0,5.0,2600.0,0,0
11140,2023,,339,10.0,10.0,750.0,3,0
11148,2023,,349,10.0,10.0,900.0,3,2
11153,2023,,46,0.0,5.0,2950.0,0,0
11167,2023,,88,0.0,4.0,3250.0,0,1
11168,2023,,89,0.0,4.0,3450.0,0,1
11169,2023,,54,0.0,4.0,3450.0,0,1
11170,2023,,212,0.0,4.0,3450.0,0,1
11171,2023,,350,0.0,3.0,3850.0,0,1
11172,2023,,18,0.0,5.0,2600.0,0,2
11173,2023,,182,0.0,5.0,2700.0,0,2
11174,2023,,334,0.0,4.0,3100.0,0,2
11205,2023,,351,3.0,7.0,2500.0,0,2
11208,2023,,177,0.0,5.0,2700.0,0,2
11219,2023,,160,0.0,3.0,3850.0,0,2
11227,2023,,12,0.0,5.0,2200.0,1,0
11228,2023,,14,0.0,5.0,2300.0,1,0
11229,2023,,187,0.0,4.0,2550.0,1,0
11230,2023,,187,0.0,5.0,2400.0,1,0
11232,2023,,10,0.0,4.0,3650.0,0,0
12919,2016,,40,0.0,7.0,1700.0,1,2
12925,2016,,40,0.0,7.0,1850.0,1,2
12930,2016,,272,0.0,3.0,3850.0,0,0
12931,2016,,291,0.0,5.0,2850.0,0,2
12932,2016,,68,0.0,5.0,2850.0,0,2
12933,2016,,68,0.0,4.0,3450.0,0,2
12947,2016,,352,0.0,5.0,2850.0,0,0
12948,2016,,353,0.0,5.0,2850.0,0,0
12951,2016,,212,0.0,5.0,3100.0,0,1
12952,2016,,212,0.0,5.0,3100.0,0,1
12953,2016,,354,0.0,5.0,3100.0,0,0
12954,2016,,355,0.0,4.0,3250.0,0,0
12959,2016,,235,0.0,7.0,2350.0,0,1
12960,2016,,73,0.0,8.0,1650.0,1,2
12964,2016,,356,0.0,5.0,2700.0,0,0
12965,2016,,3,0.0,3.0,4100.0,0,0
12968,2016,,42,0.0,6.0,2100.0,1,2
12969,2016,,42,0.0,7.0,1900.0,1,2
12970,2016,,260,0.0,7.0,1700.0,1,2
12971,2016,,357,0.0,6.0,2400.0,0,2
12974,2016,,358,0.0,5.0,2300.0,1,2
12975,2016,,117,0.0,5.0,2850.0,0,1
12976,2016,,89,0.0,5.0,3100.0,0,1
12982,2016,,278,0.0,4.0,3450.0,0,2
12987,2016,,359,0.0,8.0,1550.0,1,0
12989,2016,,359,0.0,8.0,1500.0,1,0
12997,2016,,181,0.0,6.0,2700.0,0,0
12998,2016,,280,0.0,6.0,2050.0,1,0
12999,2016,,162,0.0,5.0,3100.0,0,0
13001,2016,,270,0.0,5.0,3100.0,0,2
13028,2016,,50,0.0,8.0,1600.0,1,2
13035,2016,,360,0.0,6.0,2600.0,0,0
13046,2016,,361,0.0,6.0,2400.0,0,0
13049,2016,,279,0.0,7.0,1900.0,1,2
13050,2016,,35,0.0,6.0,1950.0,1,2
13053,2016,,362,0.0,6.0,2400.0,0,0
13054,2016,,271,0.0,4.0,3250.0,0,0
13055,2016,,56,0.0,7.0,1750.0,1,0
13056,2016,,56,0.0,7.0,1750.0,1,0
13057,2016,,363,0.0,5.0,2950.0,0,2
13058,2016,,364,0.0,5.0,2850.0,0,2
13059,2016,,20,0.0,4.0,3250.0,0,2
13060,2016,,15,0.0,5.0,2850.0,0,2
13061,2016,,15,0.0,5.0,2200.0,1,2
13062,2016,,39,0.0,7.0,2350.0,0,2
13063,2016,,35,0.0,7.0,1850.0,1,2
13070,2016,,271,0.0,4.0,3450.0,0,0
13071,2016,,53,0.0,8.0,1650.0,2,2
13077,2016,,35,0.0,8.0,1650.0,1,2
13079,2016,,21,0.0,7.0,2250.0,0,1
13080,2016,,21,0.0,6.0,2400.0,0,1
13081,2016,,21,0.0,8.0,1900.0,0,1
13082,2016,,365,0.0,6.0,2400.0,0,1
13083,2016,,38,0.0,5.0,2850.0,0,2
13088,2016,,86,4.0,10.0,1250.0,1,2
13091,2016,,250,0.0,3.0,3850.0,0,0
13092,2016,,366,0.0,9.0,1250.0,1,2
13093,2016,,9,0.0,2.0,4650.0,0,2
13101,2016,,367,0.0,4.0,3450.0,0,1
13112,2016,,59,0.0,7.0,1850.0,1,2
13113,2016,,58,0.0,7.0,1700.0,1,2
13125,2016,,295,0.0,7.0,2200.0,0,2
13137,2016,,49,0.0,5.0,2550.0,1,0
13142,2016,,26,0.0,8.0,1550.0,1,0
13143,2016,,45,0.0,7.0,1750.0,1,2
13150,2016,,368,2.0,10.0,1700.0,0,2
13151,2016,,369,0.0,6.0,2500.0,0,0
13152,2016,,105,0.0,4.0,3450.0,0,0
13158,2016,,139,4.0,10.0,650.0,3,1
13166,2016,,370,0.0,5.0,2300.0,1,0
13170,2016,,371,4.0,10.0,550.0,3,0
13173,2016,,372,4.0,10.0,1700.0,0,0
13185,2016,,266,2.0,9.0,2100.0,0,2
13186,2017,,201,0.0,8.0,1500.0,1,2
13191,2017,,163,0.0,6.0,2350.0,0,2
13192,2017,,68,0.0,4.0,3100.0,0,2
13193,2017,,68,0.0,4.0,3450.0,0,2
15238,2024,,64,0.0,6.0,2350.0,0,0
15239,2024,,327,0.0,4.0,3450.0,0,0
15240,2024,,152,0.0,5.0,2700.0,0,0
15241,2024,,249,0.0,6.0,2100.0,0,0
15246,2024,,216,0.0,5.0,2400.0,0,2
15260,2024,,373,0.0,4.0,3100.0,0,0
20126,2016,,40,0.0,7.0,1900.0,1,2
20129,2016,,374,0.0,5.0,2700.0,0,0
20131,2016,,375,0.0,5.0,2850.0,0,0
20132,2016,,67,0.0,3.0,4100.0,0,2
20134,2016,,376,0.0,4.0,3250.0,0,0
20139,2016,,178,0.0,8.0,1550.0,1,2
20140,2016,,178,0.0,8.0,1500.0,1,2
20141,2016,,68,0.0,5.0,3100.0,0,2
20143,2016,,101,0.0,6.0,2700.0,0,1
20151,2016,,377,0.0,5.0,2850.0,0,0
20153,2016,,164,0.0,7.0,1850.0,1,2
20154,2016,,357,0.0,7.0,1750.0,1,2
20159,2016,,119,0.0,5.0,3100.0,0,1
20160,2016,,342,0.0,4.0,3250.0,0,1
20161,2016,,204,0.0,5.0,2950.0,0,1
20181,2016,,62,0.0,5.0,3100.0,0,0
20182,2016,,37,0.0,6.0,2050.0,1,0
20183,2016,,220,0.0,6.0,2700.0,0,2
20184,2016,,262,0.0,5.0,2850.0,0,2
20193,2016,,238,0.0,5.0,2200.0,1,2
20194,2016,,378,0.0,7.0,1850.0,1,2
20195,2016,,378,0.0,7.0,1900.0,1,2
20196,2016,,98,0.0,7.0,1900.0,1,2
20211,2016,,379,0.0,4.0,3450.0,0,0
20212,2016,,50,0.0,8.0,1650.0,1,2
20213,2016,,283,0.0,5.0,3250.0,0,2
20214,2016,,380,0.0,5.0,2700.0,0,2
20215,2016,,381,0.0,5.0,2950.0,0,2
20224,2016,,81,0.0,6.0,2400.0,0,0
20225,2016,,97,0.0,4.0,3250.0,0,2
20226,2016,,382,0.0,6.0,2050.0,1,2
20227,2016,,240,0.0,6.0,2600.0,0,2
20241,2016,,383,0.0,5.0,2950.0,0,0
20242,2016,,356,0.0,5.0,2950.0,0,0
20243,2016,,318,0.0,2.0,4350.0,0,2
20244,2016,,384,0.0,6.0,2500.0,0,2
20245,2016,,385,0.0,6.0,2500.0,0,2
20246,2016,,386,0.0,6.0,2500.0,0,2
20247,2016,,387,0.0,5.0,2700.0,0,2
20248,2016,,388,0.0,7.0,2250.0,0,2
20249,2016,,245,0.0,7.0,2350.0,0,2
20250,2016,,246,0.0,6.0,2400.0,0,2
20251,2016,,389,0.0,7.0,2350.0,0,2
20252,2016,,390,0.0,6.0,2500.0,0,2
20253,2016,,390,0.0,6.0,2400.0,0,2
20254,2016,,391,0.0,6.0,2500.0,0,2
20255,2016,,391,0.0,6.0,2400.0,0,2
20256,2016,,392,0.0,6.0,2500.0,0,2
20257,2016,,35,0.0,7.0,1850.0,1,2
20258,2016,,279,0.0,6.0,2050.0,1,2
20269,2016,,249,0.0,8.0,2050.0,0,0
20270,2016,,82,0.0,7.0,2400.0,0,0
20271,2016,,131,0.0,6.0,2050.0,1,0
20272,2016,,110,0.0,2.0,4350.0,0,2
20277,2016,,393,0.0,6.0,2400.0,0,0
20279,2016,,384,0.0,6.0,2400.0,0,2
20280,2016,,394,0.0,6.0,2400.0,0,2
20292,2016,,395,0.0,7.0,1900.0,1,2
20293,2016,,395,0.0,7.0,1700.0,1,2
20294,2016,,396,0.0,9.0,1500.0,0,2
20299,2016,,397,0.0,6.0,2600.0,0,2
20306,2016,,398,0.0,2.0,4350.0,0,1
20307,2016,,399,0.0,3.0,4100.0,0,1
20308,2016,,12,0.0,6.0,2100.0,1,0
20309,2016,,14,0.0,5.0,2300.0,1,0
20310,2016,,12,0.0,5.0,2550.0,1,0
20312,2016,,52,0.0,6.0,2500.0,0,2
20326,2016,,400,0.0,7.0,2350.0,0,2
20327,2016,,400,0.0,6.0,2600.0,0,2
20337,2016,,59,0.0,7.0,1700.0,1,2
20338,2016,,59,0.0,7.0,1750.0,1,2
20339,2016,,58,0.0,7.0,1850.0,1,2
20343,2016,,401,7.0,10.0,600.0,3,0
20370,2016,,26,0.0,8.0,1600.0,1,0
20371,2016,,45,0.0,7.0,1900.0,1,2
20377,2016,,269,2.0,9.0,1850.0,0,2
20392,2016,,11,0.0,6.0,2600.0,0,2
20401,2016,,48,2.0,8.0,2350.0,0,0
20408,2016,,17,0.0,7.0,2200.0,0,1
20409,2016,,17,0.0,7.0,2200.0,0,1
20410,2016,,76,0.0,7.0,2350.0,0,1
20411,2016,,402,0.0,7.0,2200.0,0,2
20412,2016,,84,0.0,7.0,2350.0,0,2
20417,2016,,79,0.0,5.0,3100.0,0,0
20418,2016,,79,0.0,5.0,2950.0,0,0
20423,2017,,220,0.0,6.0,2400.0,0,2
20429,2016,,125,0.0,4.0,3250.0,0,1
20430,2017,,375,0.0,5.0,2850.0,0,0
20431,2017,,403,0.0,5.0,2950.0,0,0
20432,2017,,0,0.0,2.0,4100.0,0,0
20433,2017,,67,0.0,2.0,4100.0,0,2
20448,2017,,4,0.0,7.0,1750.0,1,2
20453,2017,,202,0.0,4.0,3100.0,0,1
20454,2017,,203,0.0,4.0,3100.0,0,1
20456,2017,,120,0.0,5.0,2850.0,0,1
20457,2017,,165,0.0,5.0,2950.0,0,1
20458,2017,,204,0.0,5.0,2950.0,0,1
20482,2017,,8,0.0,6.0,2400.0,0,1
20489,2017,,12,0.0,5.0,2200.0,1,0
20490,2017,,12,0.0,4.0,2550.0,1,0
20491,2017,,12,0.0,3.0,2950.0,1,0
