,Year,Manufacturer,Model,charge240,feScore,fuelCost08,fuelType1,VClass
38908,2023,,422,0.0,5.0,2600.0,0,0
38934,2023,,12,0.0,4.0,2950.0,1,0
38935,2023,,426,0.0,4.0,2950.0,1,0
38936,2023,,12,0.0,4.0,2800.0,1,0
38937,2023,,231,0.0,5.0,2300.0,1,0
38938,2023,,184,0.0,5.0,1950.0,1,2
40676,2016,,4,0.0,7.0,1700.0,1,2
40677,2016,,477,0.0,5.0,2850.0,0,0
40679,2016,,0,0.0,3.0,4100.0,0,0
40680,2016,,478,0.0,5.0,2850.0,0,2
40681,2016,,67,0.0,3.0,3850.0,0,2
40695,2016,,88,0.0,5.0,3100.0,0,1
40712,2016,,5,0.0,5.0,2850.0,0,1
40713,2016,,237,0.0,5.0,2950.0,0,1
40714,2016,,87,0.0,5.0,2850.0,0,1
40715,2016,,120,0.0,5.0,3100.0,0,1
40716,2016,,165,0.0,5.0,3100.0,0,1
40717,2016,,54,0.0,4.0,3250.0,0,1
40718,2016,,204,0.0,5.0,3100.0,0,1
40719,2016,,318,0.0,4.0,3650.0,0,2
40727,2016,,151,0.0,7.0,1700.0,1,2
40738,2016,,72,0.0,7.0,1900.0,1,0
40739,2016,,75,0.0,6.0,1950.0,1,0
40740,2016,,62,0.0,4.0,3250.0,0,0
40741,2016,,22,0.0,6.0,2500.0,0,0
40742,2016,,270,0.0,4.0,3250.0,0,2
40743,2016,,220,0.0,6.0,2500.0,0,2
40744,2016,,28,0.0,5.0,2850.0,0,2
40745,2016,,31,0.0,6.0,2600.0,0,2
40754,2016,,98,0.0,8.0,1650.0,1,2
40775,2016,,23,0.0,7.0,2350.0,0,0
40776,2016,,469,0.0,6.0,2400.0,0,2
40777,2016,,96,0.0,7.0,1750.0,1,2
40779,2016,,439,0.0,4.0,2650.0,1,2
40795,2016,,393,0.0,6.0,2500.0,0,0
40796,2016,,492,0.0,6.0,2500.0,0,0
40797,2016,,383,0.0,5.0,2700.0,0,0
40799,2016,,389,0.0,7.0,2350.0,0,2
40800,2016,,35,0.0,6.0,1950.0,1,2
40807,2016,,319,0.0,5.0,2850.0,0,0
40808,2016,,493,0.0,6.0,2400.0,0,0
40809,2016,,19,0.0,4.0,3250.0,0,2
40829,2016,,15,0.0,6.0,2050.0,1,2
40835,2016,,415,3.0,10.0,600.0,3,2
40848,2016,,268,0.0,3.0,3850.0,0,0
40849,2016,,51,0.0,5.0,3100.0,0,2
40850,2016,,102,0.0,5.0,2950.0,0,2
40851,2016,,103,0.0,5.0,3100.0,0,2
40852,2016,,479,0.0,2.0,4650.0,0,2
40866,2016,,367,0.0,4.0,3650.0,0,1
40867,2016,,494,0.0,6.0,2600.0,0,2
40889,2016,,45,0.0,6.0,2100.0,1,2
40890,2016,,45,0.0,6.0,2050.0,1,2
40898,2016,,495,5.0,10.0,2200.0,0,0
40899,2016,,46,0.0,5.0,3100.0,0,0
40921,2016,,251,0.0,8.0,1550.0,1,2
40926,2017,,465,7.0,10.0,650.0,3,0
40927,2017,,86,4.0,10.0,1250.0,1,2
44907,2024,,147,0.0,5.0,2400.0,0,0
44908,2024,,308,0.0,5.0,2700.0,0,0
44910,2024,,189,0.0,3.0,3850.0,0,0
44911,2024,,80,0.0,6.0,2050.0,0,0
44912,2024,,23,0.0,5.0,2400.0,0,0
44913,2024,,191,0.0,5.0,2500.0,0,0
44922,2024,,196,0.0,5.0,2500.0,0,0
44929,2023,,121,0.0,4.0,3250.0,0,1
44934,2024,,205,0.0,7.0,1250.0,1,2
44935,2024,,419,0.0,7.0,1350.0,1,2
